Postcode,SED,Rented Households,Postcode Totals,SED Totals,Postcode Fraction,SED Fraction
5137,Heysen,15,15,1185,1,0.012658228
5138,Heysen,19,19,1185,1,0.016033755
5139,Kavel,13,13,3217,1,0.004041032
5140,Bragg,3,3,2938,1,0.001021103
5141,Heysen,17,17,1185,1,0.014345992
5142,Heysen,26,26,1185,1,0.021940928
5144,Heysen,18,18,1185,1,0.015189873
5150,Bragg,5,5,2938,1,0.001701838
5151,Heysen,16,16,1185,1,0.01350211
5152,Heysen,212,212,1185,1,0.178902954
5153,Heysen,182,182,1185,1,0.153586498
5154,Heysen,75,75,1185,1,0.063291139
5155,Heysen,152,152,1185,1,0.128270042
5156,Heysen,17,20,1185,0.85,0.014345992
5156,Waite,3,20,1605,0.15,0.001869159
5157,Heysen,72,72,1185,1,0.060759494
5158,Black,1084,1281,2087,0.846213895,0.519405846
5158,Davenport,197,1281,1941,0.153786105,0.101494075
5159,Davenport,1278,1456,1941,0.877747253,0.658423493
5159,Hurtle Vale,178,1456,2726,0.122252747,0.065297139
5160,Reynell,10,10,4115,1,0.002430134
5161,Hurtle Vale,119,777,2726,0.153153153,0.043653705
5161,Reynell,658,777,4115,0.846846847,0.159902795
5162,Hurtle Vale,846,3465,2726,0.244155844,0.310344828
5162,Reynell,2619,3465,4115,0.755844156,0.636452005
5163,Hurtle Vale,1583,1583,2726,1,0.580704329
5164,Kaurna,649,992,4891,0.654233871,0.132692701
5164,Reynell,343,992,4115,0.345766129,0.083353584
5165,Kaurna,859,1104,4891,0.77807971,0.175628706
5165,Reynell,245,1104,4115,0.22192029,0.059538275
5166,Reynell,240,240,4115,1,0.058323208
5167,Kaurna,623,623,4891,1,0.127376815
5168,Kaurna,694,694,4891,1,0.141893273
5169,Kaurna,2066,2066,4891,1,0.422408505
5170,Mawson,113,113,3036,1,0.037220026
5171,Heysen,21,346,1185,0.060693642,0.017721519
5171,Mawson,325,346,3036,0.939306358,0.107048748
5172,Heysen,40,199,1185,0.201005025,0.033755274
5172,Mawson,159,199,3036,0.798994975,0.052371542
5173,Mawson,1355,1355,3036,1,0.446310935
5174,Mawson,194,194,3036,1,0.063899868
5201,Heysen,84,84,1185,1,0.070886076
5202,Finniss,8,36,3006,0.222222222,0.002661344
5202,Mawson,28,36,3036,0.777777778,0.009222661
5203,Mawson,95,95,3036,1,0.031291173
5204,Mawson,262,262,3036,1,0.08629776
5210,Finniss,63,63,3006,1,0.020958084
5211,Finniss,1567,1576,3006,0.99428934,0.521290752
5211,Mawson,9,1576,3036,0.00571066,0.002964427
5212,Finniss,216,216,3006,1,0.071856287
5213,Finniss,104,104,3006,1,0.034597472
5214,Finniss,927,927,3006,1,0.308383234
5220,Mawson,18,18,3036,1,0.005928854
5221,Mawson,36,36,3036,1,0.011857708
5222,Mawson,66,66,3036,1,0.02173913
5223,Mawson,376,376,3036,1,0.123847167
5231,Schubert,41,41,2085,1,0.019664269
5232,Schubert,6,6,2085,1,0.002877698
5233,Schubert,71,71,2085,1,0.034052758
5234,Schubert,58,58,2085,1,0.027817746
5235,Schubert,113,113,2085,1,0.054196643
5236,Hammond,13,13,3811,1,0.003411178
5237,Hammond,6,6,3811,1,0.00157439
5238,Chaffey,49,424,3745,0.115566038,0.013084112
5238,Hammond,375,424,3811,0.884433962,0.09839937
5240,Kavel,21,21,3217,1,0.006527821
5241,Kavel,144,144,3217,1,0.044762201
5242,Kavel,90,90,3217,1,0.027976376
5243,Kavel,44,44,3217,1,0.013677339
5244,Hammond,16,252,3811,0.063492063,0.004198373
5244,Kavel,213,252,3217,0.845238095,0.066210755
5244,Schubert,23,252,2085,0.091269841,0.011031175
5245,Heysen,188,188,1185,1,0.158649789
5250,Kavel,146,146,3217,1,0.045383898
5251,Kavel,2107,2107,3217,1,0.654958035
5252,Hammond,25,464,3811,0.05387931,0.006559958
5252,Kavel,439,464,3217,0.94612069,0.136462543
5253,Hammond,2626,2626,3811,1,0.68905799
5254,Hammond,90,90,3811,1,0.023615849
5255,Finniss,26,650,3006,0.04,0.008649368
5255,Hammond,624,650,3811,0.96,0.163736552
5256,Finniss,95,100,3006,0.95,0.03160346
5256,Hammond,5,100,3811,0.05,0.001311992
5259,Hammond,31,111,3811,0.279279279,0.008134348
5259,Mackillop,80,111,3395,0.720720721,0.023564065
5260,Mackillop,158,158,3395,1,0.046539028
5261,Mackillop,20,20,3395,1,0.005891016
5262,Mackillop,26,26,3395,1,0.007658321
5263,Mackillop,23,23,3395,1,0.006774669
5264,Mackillop,131,131,3395,1,0.038586156
5265,Mackillop,40,40,3395,1,0.011782032
5266,Mackillop,63,63,3395,1,0.018556701
5267,Mackillop,182,182,3395,1,0.053608247
5268,Mackillop,345,345,3395,1,0.101620029
5269,Mackillop,15,15,3395,1,0.004418262
5270,Mackillop,21,21,3395,1,0.006185567
5271,Mackillop,747,747,3395,1,0.220029455
5272,Mackillop,51,51,3395,1,0.015022091
5273,Mackillop,14,14,3395,1,0.004123711
5275,Mackillop,211,211,3395,1,0.062150221
5276,Mackillop,150,150,3395,1,0.044182622
5277,Mackillop,219,247,3395,0.886639676,0.064506627
5277,Mount Gambier,28,247,3864,0.113360324,0.007246377
5278,Mackillop,32,32,3395,1,0.009425626
5279,Mackillop,28,28,3395,1,0.008247423
5280,Mackillop,642,642,3395,1,0.18910162
5290,Mount Gambier,3518,3518,3864,1,0.910455487
5291,Mackillop,22,340,3395,0.064705882,0.006480118
5291,Mount Gambier,318,340,3864,0.935294118,0.082298137
5301,Mackillop,27,27,3395,1,0.007952872
5302,Mackillop,80,80,3395,1,0.023564065
5303,Mackillop,5,5,3395,1,0.001472754
5304,Mackillop,63,63,3395,1,0.018556701
5307,Chaffey,42,42,3745,1,0.011214953
5308,Chaffey,3,3,3745,1,0.000801068
5311,Chaffey,27,27,3745,1,0.007209613
5320,Chaffey,56,56,3745,1,0.014953271
5321,Chaffey,26,26,3745,1,0.00694259
5322,Chaffey,65,65,3745,1,0.017356475
5330,Chaffey,390,390,3745,1,0.104138852
5331,Chaffey,23,23,3745,1,0.006141522
5332,Chaffey,20,20,3745,1,0.005340454
5333,Chaffey,584,584,3745,1,0.155941255
5340,Chaffey,129,129,3745,1,0.034445928
5341,Chaffey,910,910,3745,1,0.242990654
5342,Chaffey,52,52,3745,1,0.01388518
5343,Chaffey,818,818,3745,1,0.218424566
5344,Chaffey,44,44,3745,1,0.011748999
5345,Chaffey,390,390,3745,1,0.104138852
5346,Chaffey,41,41,3745,1,0.010947931
5350,Schubert,14,14,2085,1,0.006714628
5351,Schubert,250,250,2085,1,0.119904077
5352,Schubert,428,428,2085,1,0.205275779
5353,Chaffey,20,277,3745,0.072202166,0.005340454
5353,Schubert,257,277,2085,0.927797834,0.123261391
5354,Chaffey,20,20,3745,1,0.005340454
5355,Schubert,703,703,2085,1,0.337170264
5356,Frome,7,30,2449,0.233333333,0.00285831
5356,Schubert,23,30,2085,0.766666667,0.011031175
5357,Chaffey,33,33,3745,1,0.008811749
5360,Schubert,35,35,2085,1,0.016786571
5371,Frome,23,28,2449,0.821428571,0.009391588
5371,Schubert,5,28,2085,0.178571429,0.002398082
5372,Frome,123,123,2449,1,0.050224581
5373,Frome,251,255,2449,0.984313725,0.102490813
5373,Schubert,4,255,2085,0.015686275,0.001918465
5374,Chaffey,3,113,3745,0.026548673,0.000801068
5374,Frome,110,113,2449,0.973451327,0.044916292
5381,Frome,15,15,2449,1,0.006124949
5400,Frome,21,21,2449,1,0.008574929
5401,Frome,59,59,2449,1,0.024091466
5410,Frome,17,17,2449,1,0.006941609
5411,Frome,21,21,2449,1,0.008574929
5412,Frome,96,96,2449,1,0.039199673
5413,Frome,65,65,2449,1,0.026541445
5414,Frome,10,10,2449,1,0.004083299
5415,Frome,15,15,2449,1,0.006124949
5416,Frome,16,16,2449,1,0.006533279
5417,Frome,151,151,2449,1,0.06165782
5418,Frome,10,10,2449,1,0.004083299
5419,Frome,14,14,2449,1,0.005716619
5420,Frome,8,8,2449,1,0.003266639
5421,Frome,6,6,2449,1,0.00244998
5422,Stuart,164,164,4240,1,0.038679245
5431,Stuart,39,39,4240,1,0.009198113
5432,Giles,3,7,6320,0.428571429,0.000474684
5432,Stuart,4,7,4240,0.571428571,0.000943396
5433,Giles,111,111,6320,1,0.017563291
5434,Giles,66,101,6320,0.653465347,0.010443038
5434,Stuart,35,101,4240,0.346534653,0.008254717
5440,Stuart,20,20,4240,1,0.004716981
5451,Frome,50,50,2449,1,0.020416497
5452,Frome,33,33,2449,1,0.013474888
5453,Frome,484,493,2449,0.981744422,0.197631686
5453,Narungga,9,493,2985,0.018255578,0.003015075
5454,Frome,26,26,2449,1,0.010616578
5455,Frome,4,4,2449,1,0.00163332
5460,Frome,37,37,2449,1,0.015108207
5461,Frome,234,247,2449,0.947368421,0.095549204
5461,Narungga,13,247,2985,0.052631579,0.004355109
5462,Narungga,33,33,2985,1,0.011055276
5464,Frome,5,33,2449,0.151515152,0.00204165
5464,Narungga,28,33,2985,0.848484848,0.009380235
5470,Frome,6,6,2449,1,0.00244998
5472,Stuart,12,12,4240,1,0.002830189
5473,Stuart,60,60,4240,1,0.014150943
5480,Stuart,74,74,4240,1,0.01745283
5481,Stuart,21,21,4240,1,0.00495283
5482,Stuart,34,34,4240,1,0.008018868
5483,Stuart,27,27,4240,1,0.006367925
5485,Stuart,35,35,4240,1,0.008254717
5491,Frome,151,151,2449,1,0.06165782
5495,Stuart,40,40,4240,1,0.009433962
5501,Frome,265,265,2449,1,0.108207432
5502,Frome,109,109,2449,1,0.044507962
5510,Narungga,7,7,2985,1,0.002345059
5520,Narungga,51,51,2985,1,0.017085427
5521,Narungga,9,9,2985,1,0.003015075
5522,Narungga,153,153,2985,1,0.051256281
5523,Stuart,146,146,4240,1,0.034433962
5540,Stuart,2032,2032,4240,1,0.479245283
5550,Narungga,132,132,2985,1,0.044221106
5552,Narungga,17,17,2985,1,0.005695142
5554,Narungga,519,519,2985,1,0.173869347
5555,Narungga,19,19,2985,1,0.006365159
5556,Narungga,595,595,2985,1,0.199329983
5558,Narungga,439,439,2985,1,0.147068677
5560,Narungga,23,23,2985,1,0.007705193
5570,Narungga,38,38,2985,1,0.012730318
5571,Narungga,195,195,2985,1,0.065326633
5572,Narungga,8,8,2985,1,0.002680067
5573,Narungga,171,171,2985,1,0.057286432
5575,Narungga,189,189,2985,1,0.063316583
5576,Narungga,92,92,2985,1,0.030820771
5577,Narungga,51,51,2985,1,0.017085427
5580,Narungga,14,14,2985,1,0.004690117
5581,Narungga,64,64,2985,1,0.021440536
5582,Narungga,43,43,2985,1,0.01440536
5583,Narungga,73,73,2985,1,0.024455611
5600,Giles,739,739,6320,1,0.11693038
5602,Flinders,132,132,3959,1,0.033341753
5603,Flinders,30,30,3959,1,0.007577671
5604,Flinders,22,22,3959,1,0.005556959
5605,Flinders,202,202,3959,1,0.051022986
5606,Flinders,2016,2016,3959,1,0.5092195
5607,Flinders,258,258,3959,1,0.065167972
5608,Giles,2663,2663,6320,1,0.421360759
5609,Giles,312,312,6320,1,0.049367089
5611,Giles,11,11,6320,1,0.001740506
5630,Flinders,6,6,3959,1,0.001515534
5631,Flinders,95,95,3959,1,0.023995959
5632,Flinders,13,13,3959,1,0.003283657
5633,Flinders,23,23,3959,1,0.005809548
5640,Flinders,83,83,3959,1,0.02096489
5641,Flinders,73,73,3959,1,0.018439
5642,Flinders,10,10,3959,1,0.00252589
5651,Flinders,4,4,3959,1,0.001010356
5652,Flinders,71,71,3959,1,0.017933822
5653,Flinders,7,7,3959,1,0.001768123
5654,Flinders,12,12,3959,1,0.003031068
5655,Flinders,6,6,3959,1,0.001515534
5661,Flinders,3,3,3959,1,0.000757767
5670,Flinders,34,34,3959,1,0.008588027
5671,Flinders,13,13,3959,1,0.003283657
5680,Flinders,192,192,3959,1,0.048497095
5690,Flinders,654,654,3959,1,0.165193231
5700,Giles,707,1924,6320,0.367463617,0.111867089
5700,Stuart,1217,1924,4240,0.632536383,0.287028302
5701,Stuart,3,3,4240,1,0.000707547
5710,Stuart,137,137,4240,1,0.032311321
5719,Giles,7,7,6320,1,0.001107595
5720,Giles,77,77,6320,1,0.012183544
5722,Giles,22,22,6320,1,0.003481013
5723,Giles,259,259,6320,1,0.040981013
5724,Giles,21,21,6320,1,0.003322785
5725,Giles,876,876,6320,1,0.138607595
5730,Stuart,10,10,4240,1,0.002358491
5731,Stuart,57,57,4240,1,0.013443396
5732,Stuart,37,37,4240,1,0.008726415
5733,Stuart,27,27,4240,1,0.006367925
5734,Giles,32,41,6320,0.780487805,0.005063291
5734,Stuart,9,41,4240,0.219512195,0.002122642
6000,Perth (North Metropolitan),4092,4092,12304,1,0.332574772
6003,Perth (North Metropolitan),1051,1051,12304,1,0.085419376
6004,Mount Lawley (East Metropolitan),30,3507,5950,0.00855432,0.005042017
6004,Perth (North Metropolitan),3477,3507,12304,0.99144568,0.282591027
6005,Nedlands (North Metropolitan),1026,1921,7040,0.534096825,0.145738636
6005,Perth (North Metropolitan),895,1921,12304,0.465903175,0.072740572
6006,Perth (North Metropolitan),1290,1290,12304,1,0.104843953
6007,Churchlands (North Metropolitan),434,1436,4337,0.302228412,0.100069172
6007,Nedlands (North Metropolitan),307,1436,7040,0.213788301,0.043607955
6007,Perth (North Metropolitan),695,1436,12304,0.483983287,0.056485696
6008,Nedlands (North Metropolitan),2846,2846,7040,1,0.404261364
6009,Nedlands (North Metropolitan),1929,1929,7040,1,0.274005682
6010,Cottesloe (North Metropolitan),1882,1948,4652,0.966119097,0.40455718
6010,Nedlands (North Metropolitan),66,1948,7040,0.033880903,0.009375
6011,Cottesloe (North Metropolitan),907,907,4652,1,0.194969905
6012,Cottesloe (North Metropolitan),1213,1213,4652,1,0.260748065
6014,Churchlands (North Metropolitan),1535,2401,4337,0.639316951,0.353931289
6014,Nedlands (North Metropolitan),866,2401,7040,0.360683049,0.123011364
6015,Churchlands (North Metropolitan),136,248,4337,0.548387097,0.031358082
6015,Cottesloe (North Metropolitan),112,248,4652,0.451612903,0.024075666
6016,Churchlands (North Metropolitan),728,1508,4337,0.482758621,0.167857966
6016,Perth (North Metropolitan),780,1508,12304,0.517241379,0.063394018
6017,Balcatta (North Metropolitan),1178,1182,7154,0.996615905,0.164663126
6017,Scarborough (North Metropolitan),4,1182,6258,0.003384095,0.000639182
6018,Carine (North Metropolitan),400,4305,1935,0.092915215,0.206718346
6018,Churchlands (North Metropolitan),894,4305,4337,0.207665505,0.206133272
6018,Scarborough (North Metropolitan),3011,4305,6258,0.69941928,0.481144136
6019,Churchlands (North Metropolitan),610,3430,4337,0.177842566,0.140650219
6019,Scarborough (North Metropolitan),2820,3430,6258,0.822157434,0.450623202
6020,Carine (North Metropolitan),869,1175,1935,0.739574468,0.449095607
6020,Scarborough (North Metropolitan),306,1175,6258,0.260425532,0.048897411
6021,Balcatta (North Metropolitan),2001,2001,7154,1,0.279703662
6022,Kingsley (North Metropolitan),324,324,2028,1,0.159763314
6023,Carine (North Metropolitan),666,666,1935,1,0.344186047
6024,Kingsley (North Metropolitan),799,799,2028,1,0.393984221
6025,Hillarys (North Metropolitan),1964,1964,2588,1,0.758887172
6026,Kingsley (North Metropolitan),905,905,2028,1,0.446252465
6027,Hillarys (North Metropolitan),624,3511,2588,0.177727143,0.241112828
6027,Joondalup (North Metropolitan),2887,3511,3179,0.822272857,0.908147216
6028,Burns Beach (North Metropolitan),880,1172,3499,0.750853242,0.251500429
6028,Joondalup (North Metropolitan),292,1172,3179,0.249146758,0.091852784
6029,Scarborough (North Metropolitan),117,117,6258,1,0.018696069
6030,Burns Beach (North Metropolitan),2619,3526,3499,0.742768009,0.748499571
6030,Butler (North Metropolitan),907,3526,5124,0.257231991,0.177010148
6031,Wanneroo (North Metropolitan),1198,1198,3299,1,0.363140346
6032,Wanneroo (North Metropolitan),11,11,3299,1,0.003334344
6033,Wanneroo (North Metropolitan),29,29,3299,1,0.008790543
6034,Butler (North Metropolitan),272,272,5124,1,0.053083528
6035,Butler (North Metropolitan),829,829,5124,1,0.161787666
6036,Butler (North Metropolitan),1882,1882,5124,1,0.367291179
6037,Butler (North Metropolitan),227,227,5124,1,0.044301327
6038,Butler (North Metropolitan),1007,1007,5124,1,0.196526151
6041,Moore (Agricultural),52,52,2663,1,0.019526849
6042,Moore (Agricultural),6,6,2663,1,0.002253098
6043,Moore (Agricultural),17,17,2663,1,0.006383778
6044,Moore (Agricultural),128,128,2663,1,0.048066091
6050,Mount Lawley (East Metropolitan),1979,2003,5950,0.988017973,0.332605042
6050,Perth (North Metropolitan),24,2003,12304,0.011982027,0.001950585
6051,Maylands (East Metropolitan),3169,3169,6822,1,0.464526532
6052,Maylands (East Metropolitan),1458,1458,6822,1,0.213720317
6053,Bassendean (East Metropolitan),255,1696,3934,0.150353774,0.064819522
6053,Maylands (East Metropolitan),1441,1696,6822,0.849646226,0.211228379
6054,Bassendean (East Metropolitan),2279,2279,3934,1,0.579308592
6055,Bassendean (East Metropolitan),121,1774,3934,0.068207441,0.030757499
6055,Belmont (East Metropolitan),313,1774,8254,0.17643743,0.037921008
6055,Midland (East Metropolitan),456,1774,4911,0.257046223,0.092852779
6055,West Swan (East Metropolitan),884,1774,3069,0.498308906,0.288041707
6056,Midland (East Metropolitan),4455,4584,4911,0.971858639,0.907147221
6056,Swan Hills (East Metropolitan),129,4584,2821,0.028141361,0.045728465
6057,Forrestfield (East Metropolitan),1211,1211,3282,1,0.368982328
6058,Forrestfield (East Metropolitan),1155,1155,3282,1,0.351919561
6059,Mirrabooka (East Metropolitan),114,2343,5704,0.04865557,0.019985975
6059,Morley (East Metropolitan),586,2343,5343,0.250106701,0.109676212
6059,Mount Lawley (East Metropolitan),1643,2343,5950,0.701237729,0.276134454
6060,Balcatta (North Metropolitan),2711,4867,7154,0.557016643,0.37894884
6060,Mount Lawley (East Metropolitan),2156,4867,5950,0.442983357,0.362352941
6061,Balcatta (North Metropolitan),1264,7062,7154,0.178986123,0.176684372
6061,Mirrabooka (East Metropolitan),3318,7062,5704,0.469838573,0.581697055
6061,Morley (East Metropolitan),2480,7062,5343,0.351175304,0.464158712
6062,Bassendean (East Metropolitan),333,3379,3934,0.098549867,0.08464667
6062,Maylands (East Metropolitan),754,3379,6822,0.223142942,0.110524773
6062,Morley (East Metropolitan),2150,3379,5343,0.636282924,0.402395658
6062,Mount Lawley (East Metropolitan),142,3379,5950,0.042024268,0.023865546
6063,Bassendean (East Metropolitan),946,1091,3934,0.867094409,0.240467717
6063,Morley (East Metropolitan),127,1091,5343,0.116406966,0.023769418
6063,West Swan (East Metropolitan),18,1091,3069,0.016498625,0.005865103
6064,Landsdale (North Metropolitan),428,2700,2414,0.158518519,0.177299089
6064,Mirrabooka (East Metropolitan),2272,2700,5704,0.841481481,0.398316971
6065,Landsdale (North Metropolitan),1986,3958,2414,0.50176857,0.822700911
6065,Wanneroo (North Metropolitan),1972,3958,3299,0.49823143,0.597756896
6066,West Swan (East Metropolitan),1113,1113,3069,1,0.362658847
6067,West Swan (East Metropolitan),9,9,3069,1,0.002932551
6069,Swan Hills (East Metropolitan),2088,3118,2821,0.669660038,0.740163063
6069,West Swan (East Metropolitan),1030,3118,3069,0.330339962,0.335614207
6070,Kalamunda (East Metropolitan),86,86,1414,1,0.060820368
6071,Kalamunda (East Metropolitan),80,80,1414,1,0.056577086
6072,Kalamunda (East Metropolitan),12,12,1414,1,0.008486563
6073,Kalamunda (East Metropolitan),152,152,1414,1,0.107496464
6074,Swan Hills (East Metropolitan),34,34,2821,1,0.012052464
6076,Kalamunda (East Metropolitan),936,936,1414,1,0.661951909
6077,Wanneroo (North Metropolitan),49,49,3299,1,0.014852986
6078,Wanneroo (North Metropolitan),40,40,3299,1,0.012124886
6079,West Swan (East Metropolitan),6,6,3069,1,0.001955034
6081,Kalamunda (East Metropolitan),122,122,1414,1,0.086280057
6082,Swan Hills (East Metropolitan),119,119,2821,1,0.042183623
6083,Moore (Agricultural),16,80,2663,0.2,0.006008261
6083,Swan Hills (East Metropolitan),64,80,2821,0.8,0.02268699
6084,Moore (Agricultural),59,354,2663,0.166666667,0.022155464
6084,Swan Hills (East Metropolitan),295,354,2821,0.833333333,0.104572847
6090,West Swan (East Metropolitan),9,9,3069,1,0.002932551
6100,Belmont (East Metropolitan),349,3398,8254,0.102707475,0.04228253
6100,South Perth (South Metropolitan),58,3398,6519,0.017068864,0.00889707
6100,Victoria Park (South Metropolitan),2991,3398,9340,0.880223661,0.320235546
6101,Victoria Park (South Metropolitan),2950,2950,9340,1,0.315845824
6102,Cannington (South Metropolitan),81,2792,6758,0.029011461,0.011985795
6102,Victoria Park (South Metropolitan),2711,2792,9340,0.970988539,0.290256959
6103,Belmont (East Metropolitan),2614,2614,8254,1,0.316694936
6104,Belmont (East Metropolitan),2427,2427,8254,1,0.294039254
6105,Belmont (East Metropolitan),2546,2546,8254,1,0.308456506
6106,Belmont (East Metropolitan),5,10,8254,0.5,0.000605767
6106,Victoria Park (South Metropolitan),5,10,9340,0.5,0.000535332
6107,Cannington (South Metropolitan),4794,6254,6758,0.766549408,0.709381474
6107,Forrestfield (East Metropolitan),819,6254,3282,0.130956188,0.249542962
6107,Thornlie (East Metropolitan),17,6254,4639,0.00271826,0.003664583
6107,Victoria Park (South Metropolitan),624,6254,9340,0.099776143,0.066809422
6108,Thornlie (East Metropolitan),1789,1789,4639,1,0.385643458
6109,Forrestfield (East Metropolitan),97,1305,3282,0.074329502,0.029555149
6109,Kalamunda (East Metropolitan),10,1305,1414,0.007662835,0.007072136
6109,Thornlie (East Metropolitan),1198,1305,4639,0.918007663,0.258245311
6110,Kalamunda (East Metropolitan),16,3788,1414,0.004223865,0.011315417
6110,Southern River (South Metropolitan),2137,3788,3341,0.564149947,0.639628854
6110,Thornlie (East Metropolitan),1635,3788,4639,0.431626188,0.352446648
6111,Armadale (East Metropolitan),1476,1822,5336,0.810098793,0.276611694
6111,Darling Range (East Metropolitan),346,1822,1684,0.189901207,0.205463183
6112,Armadale (East Metropolitan),3860,5429,5336,0.7109965,0.723388306
6112,Darling Range (East Metropolitan),35,5429,1684,0.006446859,0.020783848
6112,Jandakot (South Metropolitan),1534,5429,2873,0.28255664,0.533936652
6121,Darling Range (East Metropolitan),64,64,1684,1,0.038004751
6122,Darling Range (East Metropolitan),986,986,1684,1,0.585510689
6123,Darling Range (East Metropolitan),90,90,1684,1,0.053444181
6124,Darling Range (East Metropolitan),39,39,1684,1,0.023159145
6125,Darling Range (East Metropolitan),104,104,1684,1,0.06175772
6126,Darling Range (East Metropolitan),20,20,1684,1,0.011876485
6147,Cannington (South Metropolitan),1508,1508,6758,1,0.223142942
6148,Cannington (South Metropolitan),375,1509,6758,0.248508946,0.05548979
6148,Riverton (South Metropolitan),1134,1509,3051,0.751491054,0.371681416
6149,Jandakot (South Metropolitan),325,968,2873,0.335743802,0.113122172
6149,Riverton (South Metropolitan),643,968,3051,0.664256198,0.210750574
6150,Bateman (South Metropolitan),661,672,3573,0.983630952,0.184998601
6150,Willagee (South Metropolitan),11,672,3834,0.016369048,0.002869066
6151,South Perth (South Metropolitan),2799,2858,6519,0.979356193,0.429360331
6151,Victoria Park (South Metropolitan),59,2858,9340,0.020643807,0.006316916
6152,South Perth (South Metropolitan),3662,3662,6519,1,0.561742599
6153,Bateman (South Metropolitan),2068,2125,3573,0.973176471,0.578785334
6153,Riverton (South Metropolitan),57,2125,3051,0.026823529,0.018682399
6154,Bateman (South Metropolitan),549,737,3573,0.744911805,0.153652393
6154,Bicton (South Metropolitan),188,737,3412,0.255088195,0.055099648
6155,Jandakot (South Metropolitan),669,3090,2873,0.216504854,0.23285764
6155,Riverton (South Metropolitan),1217,3090,3051,0.393851133,0.398885611
6155,Southern River (South Metropolitan),1204,3090,3341,0.389644013,0.360371146
6156,Bicton (South Metropolitan),779,1532,3412,0.50848564,0.228311841
6156,Willagee (South Metropolitan),753,1532,3834,0.49151436,0.196400626
6157,Bicton (South Metropolitan),1497,1497,3412,1,0.438745604
6158,Bicton (South Metropolitan),663,663,3412,1,0.194314185
6159,Cottesloe (North Metropolitan),538,538,4652,1,0.115649183
6160,Bicton (South Metropolitan),285,1749,3412,0.162950257,0.083528722
6160,Fremantle (South Metropolitan),1464,1749,6223,0.837049743,0.235256307
6161,Fremantle (South Metropolitan),109,109,6223,1,0.017515668
6162,Fremantle (South Metropolitan),1343,1343,6223,1,0.215812309
6163,Bateman (South Metropolitan),295,6134,3573,0.048092599,0.082563672
6163,Fremantle (South Metropolitan),3296,6134,6223,0.537332899,0.52964808
6163,Willagee (South Metropolitan),2543,6134,3834,0.414574503,0.663275952
6164,Cockburn (South Metropolitan),3707,5627,4159,0.658787986,0.891320029
6164,Jandakot (South Metropolitan),345,5627,2873,0.061311534,0.120083536
6164,Kwinana (South Metropolitan),1107,5627,4469,0.196730052,0.247706422
6164,Willagee (South Metropolitan),468,5627,3834,0.083170428,0.122065728
6165,Kwinana (South Metropolitan),10,10,4469,1,0.002237637
6166,Cockburn (South Metropolitan),452,580,4159,0.779310345,0.108679971
6166,Fremantle (South Metropolitan),11,580,6223,0.018965517,0.001767636
6166,Kwinana (South Metropolitan),58,580,4469,0.1,0.012978295
6166,Willagee (South Metropolitan),59,580,3834,0.101724138,0.015388628
6167,Kwinana (South Metropolitan),2901,2901,4469,1,0.64913851
6168,Baldivis (South Metropolitan),216,3483,4581,0.062015504,0.047151277
6168,Rockingham (South Metropolitan),3267,3483,4953,0.937984496,0.659600242
6169,Baldivis (South Metropolitan),584,3317,4581,0.176062707,0.127483082
6169,Rockingham (South Metropolitan),1686,3317,4953,0.508290624,0.340399758
6169,Warnbro (South Metropolitan),1047,3317,3716,0.315646669,0.281754575
6170,Baldivis (South Metropolitan),1052,1445,4581,0.728027682,0.229644182
6170,Kwinana (South Metropolitan),393,1445,4469,0.271972318,0.087939136
6171,Baldivis (South Metropolitan),2729,2767,4581,0.986266715,0.595721458
6171,Warnbro (South Metropolitan),38,2767,3716,0.013733285,0.01022605
6172,Warnbro (South Metropolitan),1009,1009,3716,1,0.271528525
6173,Warnbro (South Metropolitan),754,754,3716,1,0.202906351
6174,Warnbro (South Metropolitan),484,484,3716,1,0.130247578
6175,Warnbro (South Metropolitan),250,250,3716,1,0.067276642
6176,Warnbro (South Metropolitan),134,134,3716,1,0.03606028
6180,Mandurah (South West),505,505,5719,1,0.088302151
6181,Murray-Wellington (South West),6,6,3106,1,0.001931745
6207,Murray-Wellington (South West),35,35,3106,1,0.011268513
6208,Murray-Wellington (South West),1015,1015,3106,1,0.326786864
6209,Murray-Wellington (South West),141,141,3106,1,0.045396008
6210,Dawesville (South West),2943,8157,3333,0.36079441,0.882988299
6210,Mandurah (South West),5214,8157,5719,0.63920559,0.911697849
6211,Dawesville (South West),390,460,3333,0.847826087,0.117011701
6211,Murray-Wellington (South West),70,460,3106,0.152173913,0.022537025
6213,Murray-Wellington (South West),53,53,3106,1,0.017063748
6214,Murray-Wellington (South West),32,32,3106,1,0.01030264
6215,Murray-Wellington (South West),284,284,3106,1,0.09143593
6218,Murray-Wellington (South West),57,57,3106,1,0.018351578
6219,Murray-Wellington (South West),19,19,3106,1,0.006117193
6220,Murray-Wellington (South West),452,452,3106,1,0.145524791
6221,Murray-Wellington (South West),21,21,3106,1,0.006761108
6223,Murray-Wellington (South West),9,9,3106,1,0.002897618
6224,Murray-Wellington (South West),104,104,3106,1,0.03348358
6225,Collie-Preston (South West),696,705,3038,0.987234043,0.229098091
6225,Roe (Agricultural),5,705,3799,0.007092199,0.001316136
6225,Warren-Blackwood (South West),4,705,3771,0.005673759,0.001060727
6226,Collie-Preston (South West),29,29,3038,1,0.009545754
6227,Collie-Preston (South West),38,38,3038,1,0.012508229
