Row Number,Suburb Code 2021,Suburb,State,Postcode,Postcode Area (sq km),Suburb Area (sq km)
"2,852",11117,Cringila,New South Wales,2500,27.1582,1.6792
"2,853",11117,Cringila,New South Wales,2502,9.1601,1.6792
"2,854",11117,Cringila,New South Wales,2505,13.8266,1.6792
"2,855",11117,Cringila,New South Wales,2506,7.3207,1.6792
"2,856",11117,Cringila,New South Wales,2526,132.2947,1.6792
"2,857",11118,Croki,New South Wales,2430,843.4816,1.3698
"2,858",11119,Cromer (NSW),New South Wales,2097,4.7508,6.2058
"2,859",11119,Cromer (NSW),New South Wales,2099,18.7149,6.2058
"2,860",11119,Cromer (NSW),New South Wales,2100,13.4698,6.2058
"2,861",11119,Cromer (NSW),New South Wales,2101,26.6694,6.2058
"2,862",11120,Cronulla,New South Wales,2230,9.0449,3.8724
"2,863",11120,Cronulla,New South Wales,2231,19.3454,3.8724
"2,864",11121,Crooble,New South Wales,2399,806.3754,239.3344
"2,865",11121,Crooble,New South Wales,2400,7569.0088,239.3344
"2,866",11121,Crooble,New South Wales,2402,1631.0064,239.3344
"2,867",11121,Crooble,New South Wales,2411,396.9284,239.3344
"2,868",11122,Croobyar,New South Wales,2538,390.494,16.8577
"2,869",11122,Croobyar,New South Wales,2539,686.0289,16.8577
"2,870",11123,Crooked Corner,New South Wales,2583,3382.6891,247.9566
"2,871",11123,Crooked Corner,New South Wales,2586,2323.2503,247.9566
"2,872",11124,Crookwell,New South Wales,2580,5512.6655,207.3904
"2,873",11124,Crookwell,New South Wales,2583,3382.6891,207.3904
"2,874",11125,Croom,New South Wales,2527,96.0646,18.6882
"2,875",11125,Croom,New South Wales,2529,40.4513,18.6882
"2,876",11125,Croom,New South Wales,2533,106.4039,18.6882
"2,877",11126,Croppa Creek,New South Wales,2400,7569.0088,396.9284
"2,878",11126,Croppa Creek,New South Wales,2402,1631.0064,396.9284
"2,879",11126,Croppa Creek,New South Wales,2408,1561.154,396.9284
"2,880",11126,Croppa Creek,New South Wales,2411,396.9284,396.9284
"2,881",11127,Cross Roads (NSW),New South Wales,2850,6005.3758,14.6837
"2,882",11128,Crosslands,New South Wales,2446,2233.1607,3.7301
"2,883",11129,Croudace Bay,New South Wales,2280,27.927,0.6673
"2,884",11129,Croudace Bay,New South Wales,2282,11.2261,0.6673
"2,885",11130,Crowdy Bay,New South Wales,2427,39.8682,53.3047
"2,886",11130,Crowdy Bay,New South Wales,2443,312.5374,53.3047
"2,887",11131,Crowdy Head,New South Wales,2427,39.8682,6.9223
"2,888",11131,Crowdy Head,New South Wales,2443,312.5374,6.9223
"2,889",11132,Crows Nest (NSW),New South Wales,2060,2.6912,0.7622
"2,890",11132,Crows Nest (NSW),New South Wales,2062,1.5527,0.7622
"2,891",11132,Crows Nest (NSW),New South Wales,2065,5.6781,0.7622
"2,892",11133,Crowther,New South Wales,2586,2323.2503,206.23
"2,893",11133,Crowther,New South Wales,2803,342.0982,206.23
"2,894",11133,Crowther,New South Wales,2807,299.7008,206.23
"2,895",11133,Crowther,New South Wales,2809,163.0067,206.23
"2,896",11134,Crowther Island,New South Wales,2460,6630.3495,0.5924
"2,897",11135,Croydon (NSW),New South Wales,2046,6.0148,2.4354
"2,898",11135,Croydon (NSW),New South Wales,2131,3.4144,2.4354
"2,899",11135,Croydon (NSW),New South Wales,2132,2.4354,2.4354
"2,900",11135,Croydon (NSW),New South Wales,2133,2.5503,2.4354
"2,901",11135,Croydon (NSW),New South Wales,2134,2.4456,2.4354
"2,902",11135,Croydon (NSW),New South Wales,2136,3.4638,2.4354
"2,903",11136,Croydon Park (NSW),New South Wales,2131,3.4144,2.5503
"2,904",11136,Croydon Park (NSW),New South Wales,2132,2.4354,2.5503
"2,905",11136,Croydon Park (NSW),New South Wales,2133,2.5503,2.5503
"2,906",11136,Croydon Park (NSW),New South Wales,2136,3.4638,2.5503
"2,907",11136,Croydon Park (NSW),New South Wales,2191,1.7826,2.5503
"2,908",11136,Croydon Park (NSW),New South Wales,2193,4.1963,2.5503
"2,909",11136,Croydon Park (NSW),New South Wales,2194,3.3734,2.5503
"2,910",11137,Crudine,New South Wales,2795,5307.5248,116.8078
"2,911",11137,Crudine,New South Wales,2850,6005.3758,116.8078
"2,912",11138,Cryon,New South Wales,2386,1979.4029,563.7358
"2,913",11138,Cryon,New South Wales,2387,1388.5196,563.7358
"2,914",11138,Cryon,New South Wales,2388,6699.0871,563.7358
"2,915",11138,Cryon,New South Wales,2832,9695.0643,563.7358
"2,916",11138,Cryon,New South Wales,2833,5044.6803,563.7358
"2,917",11139,Crystal Creek (NSW),New South Wales,2484,972.2983,11.4692
"2,918",11140,Cubba,New South Wales,2835,29975.1826,2267.8591
"2,919",11141,Cudal,New South Wales,2800,1993.9511,155.0319
"2,920",11141,Cudal,New South Wales,2804,878.0498,155.0319
"2,921",11141,Cudal,New South Wales,2864,438.2457,155.0319
"2,922",11141,Cudal,New South Wales,2865,620.1745,155.0319
"2,923",11142,Cudgegong,New South Wales,2849,2801.0405,154.4251
"2,924",11142,Cudgegong,New South Wales,2850,6005.3758,154.4251
"2,925",11143,Cudgel,New South Wales,2700,3016.2983,52.0238
"2,926",11143,Cudgel,New South Wales,2703,56.8879,52.0238
"2,927",11143,Cudgel,New South Wales,2705,1129.1529,52.0238
"2,928",11144,Cudgen,New South Wales,2487,66.6066,10.2226
"2,929",11145,Cudgera Creek,New South Wales,2483,182.7314,24.4985
"2,930",11145,Cudgera Creek,New South Wales,2484,972.2983,24.4985
"2,931",11145,Cudgera Creek,New South Wales,2489,14.5419,24.4985
"2,932",11146,Cudmirrah,New South Wales,2540,1900.6655,0.5962
"2,933",11147,Culburra Beach,New South Wales,2540,1900.6655,13.3742
"2,934",11148,Culcairn,New South Wales,2642,4076.8,321.63
"2,935",11148,Culcairn,New South Wales,2644,2157.7365,321.63
"2,936",11148,Culcairn,New South Wales,2658,748.0545,321.63
"2,937",11148,Culcairn,New South Wales,2659,367.5445,321.63
"2,938",11148,Culcairn,New South Wales,2660,451.2793,321.63
"2,939",11149,Cullen Bullen,New South Wales,2790,2481.3231,80.5677
"2,940",11149,Cullen Bullen,New South Wales,2795,5307.5248,80.5677
"2,941",11149,Cullen Bullen,New South Wales,2847,98.897,80.5677
"2,942",11150,Cullenbone,New South Wales,2850,6005.3758,2.9335
"2,943",11151,Cullendore,New South Wales,2372,4894.7861,55.9476
"2,944",11151,Cullendore,New South Wales,2476,805.3354,55.9476
"2,945",11152,Cullerin,New South Wales,2581,2106.6075,121.7714
"2,946",11153,Cullivel,New South Wales,2645,1181.6879,108.285
"2,947",11153,Cullivel,New South Wales,2652,6116.1137,108.285
"2,948",11153,Cullivel,New South Wales,2656,1497.1368,108.285
"2,949",11154,Culmaran Creek,New South Wales,2469,3813.3747,33.1666
"2,950",11155,Cumbalum,New South Wales,2478,185.6804,15.053
"2,951",11156,Cumbandry,New South Wales,2850,6005.3758,11.0025
"2,952",11156,Cumbandry,New South Wales,2852,1240.991,11.0025
"2,953",11157,Cumberland Reach,New South Wales,2756,1486.8709,3.4262
"2,954",11158,Cumbo,New South Wales,2850,6005.3758,54.7047
"2,955",11159,Cumborah,New South Wales,2832,9695.0643,1803.3808
"2,956",11159,Cumborah,New South Wales,2834,2828.007,1803.3808
"2,957",11159,Cumborah,New South Wales,2838,3487.8165,1803.3808
"2,958",11159,Cumborah,New South Wales,2839,12282.839,1803.3808
"2,959",11160,Cumnock,New South Wales,2865,620.1745,407.072
"2,960",11160,Cumnock,New South Wales,2866,1198.7089,407.072
"2,961",11160,Cumnock,New South Wales,2867,1042.378,407.072
"2,962",11160,Cumnock,New South Wales,2868,777.9814,407.072
"2,963",11161,Cundle Flat,New South Wales,2422,3212.5916,17.9906
"2,964",11161,Cundle Flat,New South Wales,2424,881.6889,17.9906
"2,965",11161,Cundle Flat,New South Wales,2429,1799.9008,17.9906
"2,966",11162,Cundletown,New South Wales,2430,843.4816,18.5487
"2,967",11163,Cundumbul,New South Wales,2820,2438.751,74.3106
"2,968",11163,Cundumbul,New South Wales,2866,1198.7089,74.3106
"2,969",11163,Cundumbul,New South Wales,2867,1042.378,74.3106
"2,970",11164,Cunjurong Point,New South Wales,2539,686.0289,1.5861
"2,971",11165,Cunningar,New South Wales,2585,260.132,177.5949
"2,972",11165,Cunningar,New South Wales,2587,921.8587,177.5949
"2,973",11165,Cunningar,New South Wales,2594,2418.7155,177.5949
"2,974",11166,Cunninyeuk,New South Wales,2732,1849.8263,185.2303
"2,975",11166,Cunninyeuk,New South Wales,2733,2279.3516,185.2303
"2,976",11166,Cunninyeuk,New South Wales,2734,1755.2448,185.2303
"2,977",11167,Curban,New South Wales,2817,961.4848,423.1754
"2,978",11167,Curban,New South Wales,2827,2964.6885,423.1754
"2,979",11167,Curban,New South Wales,2828,2375.64,423.1754
"2,980",11168,Curl Curl,New South Wales,2096,3.4532,1.2761
"2,981",11168,Curl Curl,New South Wales,2099,18.7149,1.2761
"2,982",11168,Curl Curl,New South Wales,2100,13.4698,1.2761
"2,983",11169,Curlew Waters,New South Wales,2672,1794.2389,1.5051
"2,984",11170,Curlewis (NSW),New South Wales,2340,3352.9983,570.1353
"2,985",11170,Curlewis (NSW),New South Wales,2342,561.0816,570.1353
"2,986",11170,Curlewis (NSW),New South Wales,2343,3352.8926,570.1353
"2,987",11170,Curlewis (NSW),New South Wales,2380,2089.1897,570.1353
"2,988",11170,Curlewis (NSW),New South Wales,2381,2052.3174,570.1353
"2,989",11171,Curlwaa,New South Wales,2648,23909.7281,39.1037
"2,990",11171,Curlwaa,New South Wales,2717,120.7928,39.1037
"2,991",11172,Curra Creek,New South Wales,2820,2438.751,91.3774
"2,992",11172,Curra Creek,New South Wales,2868,777.9814,91.3774
"2,993",11173,Currabubula,New South Wales,2340,3352.9983,265.9916
"2,994",11173,Currabubula,New South Wales,2341,227.9108,265.9916
"2,995",11173,Currabubula,New South Wales,2342,561.0816,265.9916
"2,996",11173,Currabubula,New South Wales,2344,339.1674,265.9916
"2,997",11173,Currabubula,New South Wales,2381,2052.3174,265.9916
"2,998",11174,Curragh,New South Wales,2583,3382.6891,46.3008
"2,999",11174,Curragh,New South Wales,2795,5307.5248,46.3008
"3,000",11175,Curramore (NSW),New South Wales,2527,96.0646,10.5629
"3,001",11175,Curramore (NSW),New South Wales,2533,106.4039,10.5629
"3,002",11176,Currans Hill,New South Wales,2557,37.1205,3.6075
"3,003",11176,Currans Hill,New South Wales,2559,4.3495,3.6075
"3,004",11176,Currans Hill,New South Wales,2567,31.1557,3.6075
"3,005",11177,Currarong,New South Wales,2540,1900.6655,0.9635
"3,006",11178,Currawang,New South Wales,2580,5512.6655,232.8185
"3,007",11178,Currawang,New South Wales,2581,2106.6075,232.8185
"3,008",11179,Currawarna,New South Wales,2650,4061.238,186.3671
"3,009",11179,Currawarna,New South Wales,2701,852.1158,186.3671
"3,010",11179,Currawarna,New South Wales,2702,439.8686,186.3671
"3,011",11180,Curraweela,New South Wales,2580,5512.6655,101.0074
"3,012",11181,Curricabark,New South Wales,2337,3331.7268,98.3379
"3,013",11181,Curricabark,New South Wales,2422,3212.5916,98.3379
"3,014",11182,Currowan,New South Wales,2536,974.8377,165.1653
"3,015",11182,Currowan,New South Wales,2538,390.494,165.1653
"3,016",11182,Currowan,New South Wales,2539,686.0289,165.1653
"3,017",11182,Currowan,New South Wales,2622,4256.1145,165.1653
"3,018",11183,Cuttabri,New South Wales,2356,542.7306,296.9395
"3,019",11183,Cuttabri,New South Wales,2388,6699.0871,296.9395
"3,020",11184,Cuttagee,New South Wales,2546,911.2673,15.0723
"3,021",11184,Cuttagee,New South Wales,2550,3966.6591,15.0723
"3,022",11185,Dabee,New South Wales,2848,166.2149,91.7882
"3,023",11185,Dabee,New South Wales,2849,2801.0405,91.7882
"3,024",11186,Daceyville,New South Wales,2018,3.9305,0.4877
"3,025",11186,Daceyville,New South Wales,2032,2.475,0.4877
"3,026",11186,Daceyville,New South Wales,2035,8.1207,0.4877
"3,027",11187,Dairy Arm,New South Wales,2325,1605.0648,22.2368
"3,028",11188,Dairy Flat,New South Wales,2474,1537.5939,67.9745
"3,029",11188,Dairy Flat,New South Wales,2476,805.3354,67.9745
"3,030",11189,Dairymans Plains,New South Wales,2630,4206.3548,34.9369
"3,031",11190,Daleys Point,New South Wales,2257,29.3795,1.3323
"3,032",11191,Dalgety,New South Wales,2627,1994.6112,211.8175
"3,033",11191,Dalgety,New South Wales,2628,2337.0094,211.8175
"3,034",11191,Dalgety,New South Wales,2630,4206.3548,211.8175
"3,035",11192,Dalmeny,New South Wales,2545,876.5468,7.153
"3,036",11192,Dalmeny,New South Wales,2546,911.2673,7.153
"3,037",11193,Dalmorton,New South Wales,2365,3804.6687,329.9987
"3,038",11193,Dalmorton,New South Wales,2370,4769.4223,329.9987
"3,039",11193,Dalmorton,New South Wales,2460,6630.3495,329.9987
"3,040",11194,Dalswinton,New South Wales,2328,1634.8508,27.1542
"3,041",11194,Dalswinton,New South Wales,2330,4730.8949,27.1542
"3,042",11195,Dalton,New South Wales,2581,2106.6075,67.8973
"3,043",11195,Dalton,New South Wales,2582,3130.1184,67.8973
"3,044",11196,Dalwood (Ballina - NSW),New South Wales,2477,227.642,10.8774
"3,045",11196,Dalwood (Ballina - NSW),New South Wales,2480,1369.4565,10.8774
"3,046",11197,Dalwood (Singleton - NSW),New South Wales,2321,361.6288,10.8504
"3,047",11197,Dalwood (Singleton - NSW),New South Wales,2335,268.4372,10.8504
"3,048",11198,Dandaloo,New South Wales,2821,2339.8603,507.3973
"3,049",11198,Dandaloo,New South Wales,2823,2782.3577,507.3973
"3,050",11198,Dandaloo,New South Wales,2826,1153.7892,507.3973
"3,051",11198,Dandaloo,New South Wales,2873,3202.9936,507.3973
"3,052",11198,Dandaloo,New South Wales,2874,1358.1326,507.3973
"3,053",11199,Dandry,New South Wales,2357,3305.5418,697.3359
"3,054",11199,Dandry,New South Wales,2379,1114.41,697.3359
"3,055",11199,Dandry,New South Wales,2388,6699.0871,697.3359
"3,056",11199,Dandry,New South Wales,2396,1826.7503,697.3359
"3,057",11200,Dangar Island,New South Wales,2083,45.774,0.3163
"3,058",11201,Dangarsleigh,New South Wales,2350,4543.2274,99.4351
"3,059",11201,Dangarsleigh,New South Wales,2358,1905.5433,99.4351
"3,060",11202,Dangelong,New South Wales,2630,4206.3548,74.8829
"3,061",11202,Dangelong,New South Wales,2631,1199.4934,74.8829
"3,062",11203,Dapto,New South Wales,2526,132.2947,7.3725
"3,063",11203,Dapto,New South Wales,2530,88.3672,7.3725
"3,064",11204,Darawank,New South Wales,2312,181.2071,32.598
"3,065",11204,Darawank,New South Wales,2428,320.9401,32.598
"3,066",11204,Darawank,New South Wales,2430,843.4816,32.598
"3,067",11205,Darbalara,New South Wales,2722,1576.1373,110.6888
"3,068",11205,Darbalara,New South Wales,2727,772.9227,110.6888
"3,069",11206,Darbys Falls,New South Wales,2793,648.0055,63.8551
"3,070",11206,Darbys Falls,New South Wales,2794,1408.2658,63.8551
"3,071",11206,Darbys Falls,New South Wales,2808,242.5414,63.8551
"3,072",11207,Dareton,New South Wales,2648,23909.7281,2.447
"3,073",11207,Dareton,New South Wales,2717,120.7928,2.447
"3,074",11208,Dargan,New South Wales,2786,84.7603,8.0998
"3,075",11208,Dargan,New South Wales,2790,2481.3231,8.0998
"3,076",11209,Dark Corner,New South Wales,2790,2481.3231,104.6125
"3,077",11209,Dark Corner,New South Wales,2795,5307.5248,104.6125
"3,078",11209,Dark Corner,New South Wales,2847,98.897,104.6125
"3,079",11210,Darkes Forest,New South Wales,2173,192.8683,25.5462
"3,080",11210,Darkes Forest,New South Wales,2508,162.241,25.5462
"3,081",11210,Darkes Forest,New South Wales,2560,411.3136,25.5462
"3,082",11211,Darkwood,New South Wales,2453,2157.9951,142.7232
"3,083",11211,Darkwood,New South Wales,2454,975.6046,142.7232
"3,084",11212,Darling Point,New South Wales,2011,1.4054,0.6705
"3,085",11212,Darling Point,New South Wales,2027,1.3761,0.6705
"3,086",11212,Darling Point,New South Wales,2028,0.7929,0.6705
"3,087",11213,Darlinghurst,New South Wales,2000,4.2871,0.8569
"3,088",11213,Darlinghurst,New South Wales,2010,2.1733,0.8569
"3,089",11213,Darlinghurst,New South Wales,2011,1.4054,0.8569
"3,090",11213,Darlinghurst,New South Wales,2021,5.7186,0.8569
"3,091",11214,Darlington (Singleton - NSW),New South Wales,2330,4730.8949,0.2926
"3,092",11215,Darlington (Sydney - NSW),New South Wales,2008,0.845,0.3808
"3,093",11215,Darlington (Sydney - NSW),New South Wales,2015,4.2157,0.3808
"3,094",11215,Darlington (Sydney - NSW),New South Wales,2016,1.1717,0.3808
"3,095",11215,Darlington (Sydney - NSW),New South Wales,2042,2.0446,0.3808
"3,096",11215,Darlington (Sydney - NSW),New South Wales,2050,1.5031,0.3808
"3,097",11216,Darlington Point,New South Wales,2680,1894.4513,725.4016
"3,098",11216,Darlington Point,New South Wales,2700,3016.2983,725.4016
"3,099",11216,Darlington Point,New South Wales,2705,1129.1529,725.4016
"3,100",11216,Darlington Point,New South Wales,2706,725.4016,725.4016
"3,101",11216,Darlington Point,New South Wales,2707,2112.3439,725.4016
"3,102",11216,Darlington Point,New South Wales,2711,24180.255,725.4016
"3,103",11217,Darlow,New South Wales,2650,4061.238,55.4212
"3,104",11217,Darlow,New South Wales,2729,933.1202,55.4212
"3,105",11218,Daroobalgie,New South Wales,2806,519.6961,197.6894
"3,106",11218,Daroobalgie,New South Wales,2870,2453.9995,197.6894
"3,107",11218,Daroobalgie,New South Wales,2871,3837.8532,197.6894
"3,108",11219,Dartbrook,New South Wales,2333,1691.3907,57.1351
"3,109",11219,Dartbrook,New South Wales,2336,888.9717,57.1351
"3,110",11219,Dartbrook,New South Wales,2337,3331.7268,57.1351
"3,111",11220,Daruka,New South Wales,2340,3352.9983,27.6788
"3,112",11220,Daruka,New South Wales,2352,434.2708,27.6788
"3,113",11221,Davidson,New South Wales,2071,7.8221,2.5183
"3,114",11221,Davidson,New South Wales,2075,17.7425,2.5183
"3,115",11221,Davidson,New South Wales,2085,16.0513,2.5183
"3,116",11221,Davidson,New South Wales,2086,8.0742,2.5183
"3,117",11222,Davis Creek,New South Wales,2330,4730.8949,110.5044
"3,118",11222,Davis Creek,New South Wales,2336,888.9717,110.5044
"3,119",11223,Davistown,New South Wales,2251,43.5444,1.6104
"3,120",11224,Dawes Point,New South Wales,2000,4.2871,0.1515
"3,121",11225,Daysdale,New South Wales,2642,4076.8,312.6733
"3,122",11225,Daysdale,New South Wales,2645,1181.6879,312.6733
"3,123",11225,Daysdale,New South Wales,2646,2895.4549,312.6733
"3,124",11226,Dean Park,New South Wales,2761,14.7648,1.5118
"3,125",11226,Dean Park,New South Wales,2763,13.0157,1.5118
"3,126",11226,Dean Park,New South Wales,2767,10.1088,1.5118
"3,127",11227,Deauville,New South Wales,2443,312.5374,2.4922
"3,128",11228,Debenham,New South Wales,2429,1799.9008,112.7291
"3,129",11228,Debenham,New South Wales,2446,2233.1607,112.7291
"3,130",11229,Dee Why,New South Wales,2097,4.7508,3.0839
"3,131",11229,Dee Why,New South Wales,2099,18.7149,3.0839
"3,132",11229,Dee Why,New South Wales,2100,13.4698,3.0839
"3,133",11230,Deep Creek (Clarence Valley - NSW),New South Wales,2460,6630.3495,63.4929
"3,134",11230,Deep Creek (Clarence Valley - NSW),New South Wales,2469,3813.3747,63.4929
"3,135",11231,Deep Creek (Kempsey - NSW),New South Wales,2440,3604.2396,32.3535
"3,136",11232,Deep Creek (Kyogle - NSW),New South Wales,2469,3813.3747,97.7515
"3,137",11232,Deep Creek (Kyogle - NSW),New South Wales,2470,1256.5159,97.7515
"3,138",11233,Deepwater (NSW),New South Wales,2370,4769.4223,506.3177
"3,139",11233,Deepwater (NSW),New South Wales,2371,1900.6028,506.3177
"3,140",11233,Deepwater (NSW),New South Wales,2372,4894.7861,506.3177
"3,141",11234,Deer Vale,New South Wales,2453,2157.9951,94.4061
"3,142",11234,Deer Vale,New South Wales,2454,975.6046,94.4061
"3,143",11235,Delegate,New South Wales,2632,1824.9879,273.0771
"3,144",11235,Delegate,New South Wales,2633,766.4927,273.0771
"3,145",11236,Delungra,New South Wales,2360,3385.2978,664.734
"3,146",11236,Delungra,New South Wales,2402,1631.0064,664.734
"3,147",11236,Delungra,New South Wales,2403,1006.9407,664.734
"3,148",11236,Delungra,New South Wales,2404,1992.4546,664.734
"3,149",11237,Denham Court,New South Wales,2174,6.0563,13.3798
"3,150",11237,Denham Court,New South Wales,2179,36.53,13.3798
