SA4 Code 2021,SA4 Name,LGA Code 2021,LGA,LGA - Converted,State,Gcc Name21,LGA Area (sq km),SA4 Area (sq km),Row Number
213,Melbourne - West,21180,Brimbank,Brimbank,Victoria,Greater Melbourne,123.3991,1416.3538,506
213,Melbourne - West,22750,Greater Geelong,Greater Geelong,Victoria,Greater Melbourne,1247.9872,1416.3538,507
213,Melbourne - West,23110,Hobsons Bay,Hobsons Bay,Victoria,Greater Melbourne,64.2405,1416.3538,508
213,Melbourne - West,23270,Hume,Hume,Victoria,Greater Melbourne,503.8488,1416.3538,509
213,Melbourne - West,24130,Macedon Ranges,Macedon Ranges,Victoria,Greater Melbourne,1748.284,1416.3538,510
213,Melbourne - West,24330,Maribyrnong,Maribyrnong,Victoria,Greater Melbourne,31.2258,1416.3538,511
213,Melbourne - West,24600,Melbourne,Melbourne,Victoria,Greater Melbourne,37.5452,1416.3538,512
213,Melbourne - West,24650,Melton,Melton,Victoria,Greater Melbourne,527.5374,1416.3538,513
213,Melbourne - West,25060,Moonee Valley,Moonee Valley,Victoria,Greater Melbourne,43.1384,1416.3538,514
213,Melbourne - West,25150,Moorabool,Moorabool,Victoria,Greater Melbourne,2110.5504,1416.3538,515
213,Melbourne - West,27260,Wyndham,Wyndham,Victoria,Greater Melbourne,542.0943,1416.3538,516
214,Mornington Peninsula,21610,Casey,Casey,Victoria,Greater Melbourne,409.4287,853.7662,517
214,Mornington Peninsula,22170,Frankston,Frankston,Victoria,Greater Melbourne,129.5981,853.7662,518
214,Mornington Peninsula,22670,Greater Dandenong,Greater Dandenong,Victoria,Greater Melbourne,129.5466,853.7662,519
214,Mornington Peninsula,23430,Kingston (Vic.),Kingston (Vic.),Victoria,Greater Melbourne,91.3676,853.7662,520
214,Mornington Peninsula,25340,Mornington Peninsula,Mornington Peninsula,Victoria,Greater Melbourne,723.992,853.7662,521
214,Mornington Peninsula,29399,Unincorporated Vic,Unincorporated Vic,Victoria,Greater Melbourne,283.1903,853.7662,522
215,North West,10300,Balranald,Balranald,New South Wales,Rest of Vic.,21690.7493,78072.9843,523
215,North West,15520,Murray River,Murray River,New South Wales,Rest of Vic.,11863.0162,78072.9843,524
215,North West,18200,Wentworth,Wentworth,New South Wales,Rest of Vic.,26255.9338,78072.9843,525
215,North West,20260,Ararat,Ararat,Victoria,Rest of Vic.,4211.1172,78072.9843,526
215,North West,21270,Buloke,Buloke,Victoria,Rest of Vic.,7998.247,78072.9843,527
215,North West,21370,Campaspe,Campaspe,Victoria,Rest of Vic.,4519.073,78072.9843,528
215,North West,21670,Central Goldfields,Central Goldfields,Victoria,Rest of Vic.,1532.7843,78072.9843,529
215,North West,21830,Corangamite,Corangamite,Victoria,Rest of Vic.,4407.492,78072.9843,530
215,North West,22250,Gannawarra,Gannawarra,Victoria,Rest of Vic.,3737.5979,78072.9843,531
215,North West,22410,Glenelg,Glenelg,Victoria,Rest of Vic.,6218.7884,78072.9843,532
215,North West,22980,Hindmarsh,Hindmarsh,Victoria,Rest of Vic.,7524.1823,78072.9843,533
215,North West,23190,Horsham,Horsham,Victoria,Rest of Vic.,4266.769,78072.9843,534
215,North West,23940,Loddon,Loddon,Victoria,Rest of Vic.,6696.4447,78072.9843,535
215,North West,24780,Mildura,Mildura,Victoria,Rest of Vic.,22081.9206,78072.9843,536
215,North West,25490,Moyne,Moyne,Victoria,Rest of Vic.,5481.686,78072.9843,537
215,North West,25810,Northern Grampians,Northern Grampians,Victoria,Rest of Vic.,5729.8765,78072.9843,538
215,North West,25990,Pyrenees,Pyrenees,Victoria,Rest of Vic.,3434.5687,78072.9843,539
215,North West,26260,Southern Grampians,Southern Grampians,Victoria,Rest of Vic.,6654.0186,78072.9843,540
215,North West,26610,Swan Hill,Swan Hill,Victoria,Rest of Vic.,6115.5373,78072.9843,541
215,North West,26890,West Wimmera,West Wimmera,Victoria,Rest of Vic.,9108.6794,78072.9843,542
215,North West,27630,Yarriambiack,Yarriambiack,Victoria,Rest of Vic.,7325.797,78072.9843,543
215,North West,43790,Loxton Waikerie,Loxton Waikerie,South Australia,Rest of Vic.,7763.8714,78072.9843,544
215,North West,45090,Naracoorte Lucindale,Naracoorte Lucindale,South Australia,Rest of Vic.,4519.715,78072.9843,545
215,North West,46670,Renmark Paringa,Renmark Paringa,South Australia,Rest of Vic.,916.442,78072.9843,546
215,North West,47290,Southern Mallee,Southern Mallee,South Australia,Rest of Vic.,5702.2024,78072.9843,547
215,North West,47630,Tatiara,Tatiara,South Australia,Rest of Vic.,6527.2342,78072.9843,548
215,North West,48340,Wattle Range,Wattle Range,South Australia,Rest of Vic.,3926.2101,78072.9843,549
215,North West,49399,Unincorporated SA,Unincorporated SA,South Australia,Rest of Vic.,619426.0858,78072.9843,550
216,Shepparton,10650,Berrigan,Berrigan,New South Wales,Rest of Vic.,2065.8878,10933.8661,551
216,Shepparton,12870,Federation,Federation,New South Wales,Rest of Vic.,5684.9253,10933.8661,552
216,Shepparton,15520,Murray River,Murray River,New South Wales,Rest of Vic.,11863.0162,10933.8661,553
216,Shepparton,21010,Benalla,Benalla,Victoria,Rest of Vic.,2352.6398,10933.8661,554
216,Shepparton,21370,Campaspe,Campaspe,Victoria,Rest of Vic.,4519.073,10933.8661,555
216,Shepparton,22250,Gannawarra,Gannawarra,Victoria,Rest of Vic.,3737.5979,10933.8661,556
216,Shepparton,22620,Greater Bendigo,Greater Bendigo,Victoria,Rest of Vic.,2999.9717,10933.8661,557
216,Shepparton,22830,Greater Shepparton,Greater Shepparton,Victoria,Rest of Vic.,2421.9092,10933.8661,558
216,Shepparton,23350,Indigo,Indigo,Victoria,Rest of Vic.,2040.471,10933.8661,559
216,Shepparton,23940,Loddon,Loddon,Victoria,Rest of Vic.,6696.4447,10933.8661,560
216,Shepparton,24900,Moira,Moira,Victoria,Rest of Vic.,4045.9201,10933.8661,561
216,Shepparton,26430,Strathbogie,Strathbogie,Victoria,Rest of Vic.,3303.2568,10933.8661,562
216,Shepparton,26700,Wangaratta,Wangaratta,Victoria,Rest of Vic.,3645.1096,10933.8661,563
217,Warrnambool and South West,20260,Ararat,Ararat,Victoria,Rest of Vic.,4211.1172,26379.1231,564
217,Warrnambool and South West,21750,Colac Otway,Colac Otway,Victoria,Rest of Vic.,3437.47,26379.1231,565
217,Warrnambool and South West,21830,Corangamite,Corangamite,Victoria,Rest of Vic.,4407.492,26379.1231,566
217,Warrnambool and South West,22410,Glenelg,Glenelg,Victoria,Rest of Vic.,6218.7884,26379.1231,567
217,Warrnambool and South West,22490,Golden Plains,Golden Plains,Victoria,Rest of Vic.,2703.3899,26379.1231,568
217,Warrnambool and South West,23190,Horsham,Horsham,Victoria,Rest of Vic.,4266.769,26379.1231,569
217,Warrnambool and South West,25490,Moyne,Moyne,Victoria,Rest of Vic.,5481.686,26379.1231,570
217,Warrnambool and South West,25810,Northern Grampians,Northern Grampians,Victoria,Rest of Vic.,5729.8765,26379.1231,571
217,Warrnambool and South West,25990,Pyrenees,Pyrenees,Victoria,Rest of Vic.,3434.5687,26379.1231,572
217,Warrnambool and South West,26260,Southern Grampians,Southern Grampians,Victoria,Rest of Vic.,6654.0186,26379.1231,573
217,Warrnambool and South West,26490,Surf Coast,Surf Coast,Victoria,Rest of Vic.,1552.944,26379.1231,574
217,Warrnambool and South West,26730,Warrnambool,Warrnambool,Victoria,Rest of Vic.,120.9487,26379.1231,575
217,Warrnambool and South West,26890,West Wimmera,West Wimmera,Victoria,Rest of Vic.,9108.6794,26379.1231,576
217,Warrnambool and South West,29399,Unincorporated Vic,Unincorporated Vic,Victoria,Rest of Vic.,283.1903,26379.1231,577
217,Warrnambool and South West,42250,Grant,Grant,South Australia,Rest of Vic.,1897.8235,26379.1231,578
217,Warrnambool and South West,48340,Wattle Range,Wattle Range,South Australia,Rest of Vic.,3926.2101,26379.1231,579
301,Brisbane - East,31000,Brisbane,Brisbane,Queensland,Greater Brisbane,1342.7173,653.1329,580
301,Brisbane - East,33430,Gold Coast,Gold Coast,Queensland,Greater Brisbane,1333.386,653.1329,581
301,Brisbane - East,34590,Logan,Logan,Queensland,Greater Brisbane,958.1333,653.1329,582
301,Brisbane - East,36250,Redland,Redland,Queensland,Greater Brisbane,537.1672,653.1329,583
302,Brisbane - North,31000,Brisbane,Brisbane,Queensland,Greater Brisbane,1342.7173,186.9483,584
302,Brisbane - North,35010,Moreton Bay,Moreton Bay,Queensland,Greater Brisbane,2041.4737,186.9483,585
303,Brisbane - South,31000,Brisbane,Brisbane,Queensland,Greater Brisbane,1342.7173,265.3445,586
303,Brisbane - South,34590,Logan,Logan,Queensland,Greater Brisbane,958.1333,265.3445,587
303,Brisbane - South,36250,Redland,Redland,Queensland,Greater Brisbane,537.1672,265.3445,588
304,Brisbane - West,31000,Brisbane,Brisbane,Queensland,Greater Brisbane,1342.7173,269.6508,589
304,Brisbane - West,33960,Ipswich,Ipswich,Queensland,Greater Brisbane,1093.8562,269.6508,590
304,Brisbane - West,35010,Moreton Bay,Moreton Bay,Queensland,Greater Brisbane,2041.4737,269.6508,591
305,Brisbane Inner City,31000,Brisbane,Brisbane,Queensland,Greater Brisbane,1342.7173,81.7393,592
306,Cairns,32080,Cairns,Cairns,Queensland,Rest of Qld,1689.3227,21337.9778,593
306,Cairns,32260,Cassowary Coast,Cassowary Coast,Queensland,Rest of Qld,4687.824,21337.9778,594
306,Cairns,32310,Charters Towers,Charters Towers,Queensland,Rest of Qld,68382.1644,21337.9778,595
306,Cairns,32500,Cook,Cook,Queensland,Rest of Qld,105717.7521,21337.9778,596
306,Cairns,32810,Douglas,Douglas,Queensland,Rest of Qld,2427.8626,21337.9778,597
306,Cairns,33100,Etheridge,Etheridge,Queensland,Rest of Qld,39199.2956,21337.9778,598
306,Cairns,33800,Hinchinbrook,Hinchinbrook,Queensland,Rest of Qld,2807.1889,21337.9778,599
306,Cairns,34880,Mareeba,Mareeba,Queensland,Rest of Qld,53491.0502,21337.9778,600
306,Cairns,36820,Tablelands,Tablelands,Queensland,Rest of Qld,11292.8695,21337.9778,601
306,Cairns,37570,Wujal Wujal,Wujal Wujal,Queensland,Rest of Qld,11.842,21337.9778,602
306,Cairns,37600,Yarrabah,Yarrabah,Queensland,Rest of Qld,158.8381,21337.9778,603
307,Darling Downs - Maranoa,11200,Brewarrina,Brewarrina,New South Wales,Rest of Qld,19162.0296,166346.6638,604
307,Darling Downs - Maranoa,14220,Inverell,Inverell,New South Wales,Rest of Qld,9404.7564,166346.6638,605
307,Darling Downs - Maranoa,15300,Moree Plains,Moree Plains,New South Wales,Rest of Qld,17902.7033,166346.6638,606
307,Darling Downs - Maranoa,17400,Tenterfield,Tenterfield,New South Wales,Rest of Qld,7324.3072,166346.6638,607
307,Darling Downs - Maranoa,17900,Walgett,Walgett,New South Wales,Rest of Qld,22308.2528,166346.6638,608
307,Darling Downs - Maranoa,30300,Balonne,Balonne,Queensland,Rest of Qld,31104.0851,166346.6638,609
307,Darling Downs - Maranoa,30370,Banana,Banana,Queensland,Rest of Qld,28550.1626,166346.6638,610
307,Darling Downs - Maranoa,32270,Central Highlands (Qld),Central Highlands (Qld),Queensland,Rest of Qld,59834.8359,166346.6638,611
307,Darling Downs - Maranoa,33610,Goondiwindi,Goondiwindi,Queensland,Rest of Qld,19265.7098,166346.6638,612
307,Darling Downs - Maranoa,34580,Lockyer Valley,Lockyer Valley,Queensland,Rest of Qld,2269.0054,166346.6638,613
307,Darling Downs - Maranoa,34860,Maranoa,Maranoa,Queensland,Rest of Qld,58719.3449,166346.6638,614
307,Darling Downs - Maranoa,35600,Murweh,Murweh,Queensland,Rest of Qld,40699.7586,166346.6638,615
307,Darling Downs - Maranoa,35760,North Burnett,North Burnett,Queensland,Rest of Qld,19669.8489,166346.6638,616
307,Darling Downs - Maranoa,35800,Paroo,Paroo,Queensland,Rest of Qld,47614.9225,166346.6638,617
307,Darling Downs - Maranoa,36510,Scenic Rim,Scenic Rim,Queensland,Rest of Qld,4243.0014,166346.6638,618
307,Darling Downs - Maranoa,36580,Somerset,Somerset,Queensland,Rest of Qld,5373.4335,166346.6638,619
307,Darling Downs - Maranoa,36630,South Burnett,South Burnett,Queensland,Rest of Qld,8381.558,166346.6638,620
307,Darling Downs - Maranoa,36660,Southern Downs,Southern Downs,Queensland,Rest of Qld,7106.436,166346.6638,621
307,Darling Downs - Maranoa,36910,Toowoomba,Toowoomba,Queensland,Rest of Qld,12957.2103,166346.6638,622
307,Darling Downs - Maranoa,37310,Western Downs,Western Downs,Queensland,Rest of Qld,37922.5007,166346.6638,623
308,Central Queensland,30370,Banana,Banana,Queensland,Rest of Qld,28550.1626,117588.0016,624
308,Central Queensland,30410,Barcaldine,Barcaldine,Queensland,Rest of Qld,53382.654,117588.0016,625
308,Central Queensland,30760,Blackall Tambo,Blackall Tambo,Queensland,Rest of Qld,30537.248,117588.0016,626
308,Central Queensland,31820,Bundaberg,Bundaberg,Queensland,Rest of Qld,6431.0889,117588.0016,627
308,Central Queensland,32270,Central Highlands (Qld),Central Highlands (Qld),Queensland,Rest of Qld,59834.8359,117588.0016,628
308,Central Queensland,33360,Gladstone,Gladstone,Queensland,Rest of Qld,10484.2861,117588.0016,629
308,Central Queensland,33980,Isaac,Isaac,Queensland,Rest of Qld,58707.9192,117588.0016,630
308,Central Queensland,34530,Livingstone,Livingstone,Queensland,Rest of Qld,11757.8686,117588.0016,631
308,Central Queensland,34860,Maranoa,Maranoa,Queensland,Rest of Qld,58719.3449,117588.0016,632
308,Central Queensland,35600,Murweh,Murweh,Queensland,Rest of Qld,40699.7586,117588.0016,633
308,Central Queensland,35760,North Burnett,North Burnett,Queensland,Rest of Qld,19669.8489,117588.0016,634
308,Central Queensland,36370,Rockhampton,Rockhampton,Queensland,Rest of Qld,6570.2667,117588.0016,635
308,Central Queensland,37310,Western Downs,Western Downs,Queensland,Rest of Qld,37922.5007,117588.0016,636
308,Central Queensland,37550,Woorabinda,Woorabinda,Queensland,Rest of Qld,390.5578,117588.0016,637
309,Gold Coast,14550,Kyogle,Kyogle,New South Wales,Rest of Qld,3584.1829,1857.7774,638
309,Gold Coast,17550,Tweed,Tweed,New South Wales,Rest of Qld,1307.7853,1857.7774,639
309,Gold Coast,33430,Gold Coast,Gold Coast,Queensland,Rest of Qld,1333.386,1857.7774,640
309,Gold Coast,34590,Logan,Logan,Queensland,Rest of Qld,958.1333,1857.7774,641
309,Gold Coast,36250,Redland,Redland,Queensland,Rest of Qld,537.1672,1857.7774,642
309,Gold Coast,36510,Scenic Rim,Scenic Rim,Queensland,Rest of Qld,4243.0014,1857.7774,643
310,Ipswich,14550,Kyogle,Kyogle,New South Wales,Greater Brisbane,3584.1829,6681.1781,644
310,Ipswich,17400,Tenterfield,Tenterfield,New South Wales,Greater Brisbane,7324.3072,6681.1781,645
310,Ipswich,31000,Brisbane,Brisbane,Queensland,Greater Brisbane,1342.7173,6681.1781,646
310,Ipswich,33960,Ipswich,Ipswich,Queensland,Greater Brisbane,1093.8562,6681.1781,647
310,Ipswich,34580,Lockyer Valley,Lockyer Valley,Queensland,Greater Brisbane,2269.0054,6681.1781,648
310,Ipswich,34590,Logan,Logan,Queensland,Greater Brisbane,958.1333,6681.1781,649
310,Ipswich,35010,Moreton Bay,Moreton Bay,Queensland,Greater Brisbane,2041.4737,6681.1781,650
310,Ipswich,36510,Scenic Rim,Scenic Rim,Queensland,Greater Brisbane,4243.0014,6681.1781,651
310,Ipswich,36580,Somerset,Somerset,Queensland,Greater Brisbane,5373.4335,6681.1781,652
310,Ipswich,36660,Southern Downs,Southern Downs,Queensland,Greater Brisbane,7106.436,6681.1781,653
310,Ipswich,36910,Toowoomba,Toowoomba,Queensland,Greater Brisbane,12957.2103,6681.1781,654
311,Logan - Beaudesert,14550,Kyogle,Kyogle,New South Wales,Greater Brisbane,3584.1829,2586.163,655
311,Logan - Beaudesert,31000,Brisbane,Brisbane,Queensland,Greater Brisbane,1342.7173,2586.163,656
311,Logan - Beaudesert,33430,Gold Coast,Gold Coast,Queensland,Greater Brisbane,1333.386,2586.163,657
311,Logan - Beaudesert,33960,Ipswich,Ipswich,Queensland,Greater Brisbane,1093.8562,2586.163,658
311,Logan - Beaudesert,34590,Logan,Logan,Queensland,Greater Brisbane,958.1333,2586.163,659
311,Logan - Beaudesert,36250,Redland,Redland,Queensland,Greater Brisbane,537.1672,2586.163,660
311,Logan - Beaudesert,36510,Scenic Rim,Scenic Rim,Queensland,Greater Brisbane,4243.0014,2586.163,661
312,Mackay - Isaac - Whitsunday,30410,Barcaldine,Barcaldine,Queensland,Rest of Qld,53382.654,90140.1884,662
312,Mackay - Isaac - Whitsunday,31900,Burdekin,Burdekin,Queensland,Rest of Qld,5043.9318,90140.1884,663
312,Mackay - Isaac - Whitsunday,32270,Central Highlands (Qld),Central Highlands (Qld),Queensland,Rest of Qld,59834.8359,90140.1884,664
312,Mackay - Isaac - Whitsunday,32310,Charters Towers,Charters Towers,Queensland,Rest of Qld,68382.1644,90140.1884,665
312,Mackay - Isaac - Whitsunday,33980,Isaac,Isaac,Queensland,Rest of Qld,58707.9192,90140.1884,666
312,Mackay - Isaac - Whitsunday,34530,Livingstone,Livingstone,Queensland,Rest of Qld,11757.8686,90140.1884,667
312,Mackay - Isaac - Whitsunday,34770,Mackay,Mackay,Queensland,Rest of Qld,7613.2963,90140.1884,668
312,Mackay - Isaac - Whitsunday,37340,Whitsunday,Whitsunday,Queensland,Rest of Qld,23818.9729,90140.1884,669
313,Moreton Bay - North,31000,Brisbane,Brisbane,Queensland,Greater Brisbane,1342.7173,4344.4557,670
313,Moreton Bay - North,33620,Gympie,Gympie,Queensland,Greater Brisbane,6883.9781,4344.4557,671
313,Moreton Bay - North,35010,Moreton Bay,Moreton Bay,Queensland,Greater Brisbane,2041.4737,4344.4557,672
313,Moreton Bay - North,36580,Somerset,Somerset,Queensland,Greater Brisbane,5373.4335,4344.4557,673
313,Moreton Bay - North,36630,South Burnett,South Burnett,Queensland,Greater Brisbane,8381.558,4344.4557,674
313,Moreton Bay - North,36720,Sunshine Coast,Sunshine Coast,Queensland,Greater Brisbane,2253.8522,4344.4557,675
313,Moreton Bay - North,36910,Toowoomba,Toowoomba,Queensland,Greater Brisbane,12957.2103,4344.4557,676
314,Moreton Bay - South,31000,Brisbane,Brisbane,Queensland,Greater Brisbane,1342.7173,773.3947,677
314,Moreton Bay - South,35010,Moreton Bay,Moreton Bay,Queensland,Greater Brisbane,2041.4737,773.3947,678
314,Moreton Bay - South,36580,Somerset,Somerset,Queensland,Greater Brisbane,5373.4335,773.3947,679
315,Queensland - Outback,11150,Bourke,Bourke,New South Wales,Rest of Qld,41598.3722,1183175.128,680
315,Queensland - Outback,11200,Brewarrina,Brewarrina,New South Wales,Rest of Qld,19162.0296,1183175.128,681
315,Queensland - Outback,19399,Unincorporated NSW,Unincorporated NSW,New South Wales,Rest of Qld,93208.9194,1183175.128,682
315,Queensland - Outback,30250,Aurukun,Aurukun,Queensland,Rest of Qld,7423.9891,1183175.128,683
315,Queensland - Outback,30300,Balonne,Balonne,Queensland,Rest of Qld,31104.0851,1183175.128,684
315,Queensland - Outback,30410,Barcaldine,Barcaldine,Queensland,Rest of Qld,53382.654,1183175.128,685
315,Queensland - Outback,30450,Barcoo,Barcoo,Queensland,Rest of Qld,61830.1679,1183175.128,686
315,Queensland - Outback,30760,Blackall Tambo,Blackall Tambo,Queensland,Rest of Qld,30537.248,1183175.128,687
315,Queensland - Outback,30900,Boulia,Boulia,Queensland,Rest of Qld,60906.4695,1183175.128,688
315,Queensland - Outback,31750,Bulloo,Bulloo,Queensland,Rest of Qld,73722.0101,1183175.128,689
315,Queensland - Outback,31950,Burke,Burke,Queensland,Rest of Qld,39681.2234,1183175.128,690
315,Queensland - Outback,32250,Carpentaria,Carpentaria,Queensland,Rest of Qld,64121.0123,1183175.128,691
315,Queensland - Outback,32270,Central Highlands (Qld),Central Highlands (Qld),Queensland,Rest of Qld,59834.8359,1183175.128,692
315,Queensland - Outback,32310,Charters Towers,Charters Towers,Queensland,Rest of Qld,68382.1644,1183175.128,693
315,Queensland - Outback,32450,Cloncurry,Cloncurry,Queensland,Rest of Qld,47971.2595,1183175.128,694
315,Queensland - Outback,32500,Cook,Cook,Queensland,Rest of Qld,105717.7521,1183175.128,695
315,Queensland - Outback,32600,Croydon,Croydon,Queensland,Rest of Qld,29497.9025,1183175.128,696
315,Queensland - Outback,32750,Diamantina,Diamantina,Queensland,Rest of Qld,94722.429,1183175.128,697
315,Queensland - Outback,32770,Doomadgee,Doomadgee,Queensland,Rest of Qld,1827.6518,1183175.128,698
315,Queensland - Outback,32810,Douglas,Douglas,Queensland,Rest of Qld,2427.8626,1183175.128,699
315,Queensland - Outback,33100,Etheridge,Etheridge,Queensland,Rest of Qld,39199.2956,1183175.128,700
315,Queensland - Outback,33200,Flinders (Qld),Flinders (Qld),Queensland,Rest of Qld,41199.9375,1183175.128,701
315,Queensland - Outback,33830,Hope Vale,Hope Vale,Queensland,Rest of Qld,1111.7099,1183175.128,702
315,Queensland - Outback,33980,Isaac,Isaac,Queensland,Rest of Qld,58707.9192,1183175.128,703
315,Queensland - Outback,34420,Kowanyama,Kowanyama,Queensland,Rest of Qld,2555.3325,1183175.128,704
315,Queensland - Outback,34570,Lockhart River,Lockhart River,Queensland,Rest of Qld,3576.6839,1183175.128,705
315,Queensland - Outback,34710,Longreach,Longreach,Queensland,Rest of Qld,40572.2442,1183175.128,706
315,Queensland - Outback,34800,McKinlay,McKinlay,Queensland,Rest of Qld,40736.7989,1183175.128,707
315,Queensland - Outback,34830,Mapoon,Mapoon,Queensland,Rest of Qld,537.2366,1183175.128,708
315,Queensland - Outback,34860,Maranoa,Maranoa,Queensland,Rest of Qld,58719.3449,1183175.128,709
315,Queensland - Outback,34880,Mareeba,Mareeba,Queensland,Rest of Qld,53491.0502,1183175.128,710
315,Queensland - Outback,35250,Mornington,Mornington,Queensland,Rest of Qld,1247.6932,1183175.128,711
315,Queensland - Outback,35300,Mount Isa,Mount Isa,Queensland,Rest of Qld,43715.1975,1183175.128,712
315,Queensland - Outback,35600,Murweh,Murweh,Queensland,Rest of Qld,40699.7586,1183175.128,713
315,Queensland - Outback,35670,Napranum,Napranum,Queensland,Rest of Qld,2004.3468,1183175.128,714
315,Queensland - Outback,35780,Northern Peninsula Area,Northern Peninsula Area,Queensland,Rest of Qld,1052.0676,1183175.128,715
315,Queensland - Outback,35800,Paroo,Paroo,Queensland,Rest of Qld,47614.9225,1183175.128,716
315,Queensland - Outback,36070,Pormpuraaw,Pormpuraaw,Queensland,Rest of Qld,4395.3654,1183175.128,717
315,Queensland - Outback,36150,Quilpie,Quilpie,Queensland,Rest of Qld,67414.6563,1183175.128,718
315,Queensland - Outback,36300,Richmond,Richmond,Queensland,Rest of Qld,26580.748,1183175.128,719
315,Queensland - Outback,36820,Tablelands,Tablelands,Queensland,Rest of Qld,11292.8695,1183175.128,720
315,Queensland - Outback,36950,Torres,Torres,Queensland,Rest of Qld,883.7402,1183175.128,721
315,Queensland - Outback,36960,Torres Strait Island,Torres Strait Island,Queensland,Rest of Qld,490.0453,1183175.128,722
315,Queensland - Outback,37300,Weipa,Weipa,Queensland,Rest of Qld,10.4643,1183175.128,723
315,Queensland - Outback,37400,Winton,Winton,Queensland,Rest of Qld,53813.4826,1183175.128,724
315,Queensland - Outback,37570,Wujal Wujal,Wujal Wujal,Queensland,Rest of Qld,11.842,1183175.128,725
315,Queensland - Outback,49399,Unincorporated SA,Unincorporated SA,South Australia,Rest of Qld,619426.0858,1183175.128,726
315,Queensland - Outback,70420,Barkly,Barkly,Northern Territory,Rest of Qld,322710.4145,1183175.128,727
315,Queensland - Outback,70620,Central Desert,Central Desert,Northern Territory,Rest of Qld,281338.022,1183175.128,728
315,Queensland - Outback,72330,MacDonnell,MacDonnell,Northern Territory,Rest of Qld,268339.0281,1183175.128,729
315,Queensland - Outback,73600,Roper Gulf,Roper Gulf,Northern Territory,Rest of Qld,185213.4546,1183175.128,730
316,Sunshine Coast,33620,Gympie,Gympie,Queensland,Rest of Qld,6883.9781,3085.911,731
316,Sunshine Coast,35010,Moreton Bay,Moreton Bay,Queensland,Rest of Qld,2041.4737,3085.911,732
316,Sunshine Coast,35740,Noosa,Noosa,Queensland,Rest of Qld,869.8657,3085.911,733
316,Sunshine Coast,36580,Somerset,Somerset,Queensland,Rest of Qld,5373.4335,3085.911,734
316,Sunshine Coast,36720,Sunshine Coast,Sunshine Coast,Queensland,Rest of Qld,2253.8522,3085.911,735
317,Toowoomba,34580,Lockyer Valley,Lockyer Valley,Queensland,Rest of Qld,2269.0054,2258.7953,736
317,Toowoomba,36580,Somerset,Somerset,Queensland,Rest of Qld,5373.4335,2258.7953,737
317,Toowoomba,36660,Southern Downs,Southern Downs,Queensland,Rest of Qld,7106.436,2258.7953,738
317,Toowoomba,36910,Toowoomba,Toowoomba,Queensland,Rest of Qld,12957.2103,2258.7953,739
318,Townsville,30410,Barcaldine,Barcaldine,Queensland,Rest of Qld,53382.654,80036.0978,740
318,Townsville,31900,Burdekin,Burdekin,Queensland,Rest of Qld,5043.9318,80036.0978,741
318,Townsville,32260,Cassowary Coast,Cassowary Coast,Queensland,Rest of Qld,4687.824,80036.0978,742
318,Townsville,32310,Charters Towers,Charters Towers,Queensland,Rest of Qld,68382.1644,80036.0978,743
318,Townsville,33100,Etheridge,Etheridge,Queensland,Rest of Qld,39199.2956,80036.0978,744
318,Townsville,33200,Flinders (Qld),Flinders (Qld),Queensland,Rest of Qld,41199.9375,80036.0978,745
318,Townsville,33800,Hinchinbrook,Hinchinbrook,Queensland,Rest of Qld,2807.1889,80036.0978,746
318,Townsville,33980,Isaac,Isaac,Queensland,Rest of Qld,58707.9192,80036.0978,747
318,Townsville,35790,Palm Island,Palm Island,Queensland,Rest of Qld,71.9928,80036.0978,748
318,Townsville,36820,Tablelands,Tablelands,Queensland,Rest of Qld,11292.8695,80036.0978,749
318,Townsville,37010,Townsville,Townsville,Queensland,Rest of Qld,3730.8199,80036.0978,750
318,Townsville,37340,Whitsunday,Whitsunday,Queensland,Rest of Qld,23818.9729,80036.0978,751
319,Wide Bay,30370,Banana,Banana,Queensland,Rest of Qld,28550.1626,48502.6725,752
319,Wide Bay,31820,Bundaberg,Bundaberg,Queensland,Rest of Qld,6431.0889,48502.6725,753
319,Wide Bay,32330,Cherbourg,Cherbourg,Queensland,Rest of Qld,31.6002,48502.6725,754
319,Wide Bay,33220,Fraser Coast,Fraser Coast,Queensland,Rest of Qld,7104.5984,48502.6725,755
319,Wide Bay,33360,Gladstone,Gladstone,Queensland,Rest of Qld,10484.2861,48502.6725,756
319,Wide Bay,33620,Gympie,Gympie,Queensland,Rest of Qld,6883.9781,48502.6725,757
319,Wide Bay,35740,Noosa,Noosa,Queensland,Rest of Qld,869.8657,48502.6725,758
319,Wide Bay,35760,North Burnett,North Burnett,Queensland,Rest of Qld,19669.8489,48502.6725,759
319,Wide Bay,36580,Somerset,Somerset,Queensland,Rest of Qld,5373.4335,48502.6725,760
319,Wide Bay,36630,South Burnett,South Burnett,Queensland,Rest of Qld,8381.558,48502.6725,761
319,Wide Bay,36720,Sunshine Coast,Sunshine Coast,Queensland,Rest of Qld,2253.8522,48502.6725,762
319,Wide Bay,36910,Toowoomba,Toowoomba,Queensland,Rest of Qld,12957.2103,48502.6725,763
319,Wide Bay,37310,Western Downs,Western Downs,Queensland,Rest of Qld,37922.5007,48502.6725,764
401,Adelaide - Central and Hills,40070,Adelaide,Adelaide,South Australia,Greater Adelaide,15.5733,1497.2718,765
401,Adelaide - Central and Hills,40120,Adelaide Hills,Adelaide Hills,South Australia,Greater Adelaide,794.4957,1497.2718,766
