SA1,LGA,Rented Households,LGA Totals,SA1 Totals,SA1 Fraction,LGA Fraction
40106102012,Prospect,19,2994,19,1.0,0.006346025384101536
40106102013,Prospect,41,2994,41,1.0,0.013694054776219105
40106102014,Prospect,47,2994,47,1.0,0.01569806279225117
40106102101,Prospect,52,2994,52,1.0,0.01736806947227789
40106102102,Prospect,111,2994,111,1.0,0.03707414829659319
40106102103,Prospect,40,2994,40,1.0,0.013360053440213761
40106102104,Prospect,134,2994,134,1.0,0.0447561790247161
40106102105,Prospect,97,2994,97,1.0,0.03239812959251837
40106102106,Prospect,60,2994,60,1.0,0.02004008016032064
40106102107,Prospect,40,2994,40,1.0,0.013360053440213761
40106102108,Prospect,63,2994,63,1.0,0.021042084168336674
40106102109,Prospect,139,2994,139,1.0,0.04642618570474282
40106102110,Prospect,57,2994,57,1.0,0.01903807615230461
40106102111,Prospect,62,2994,62,1.0,0.020708082832331328
40106102112,Prospect,22,2994,22,1.0,0.007348029392117568
40106102113,Prospect,27,2994,27,1.0,0.009018036072144289
40106102114,Prospect,48,2994,48,1.0,0.01603206412825651
40106102115,Prospect,31,2994,31,1.0,0.010354041416165664
40106102116,Prospect,152,2994,152,1.0,0.05076820307281229
40106102117,Prospect,53,2994,53,1.0,0.017702070808283232
40106102118,Prospect,57,2994,57,1.0,0.01903807615230461
40106102119,Prospect,67,2994,67,1.0,0.02237808951235805
40106102120,Prospect,40,2994,40,1.0,0.013360053440213761
40106102121,Prospect,40,2994,40,1.0,0.013360053440213761
40106102122,Prospect,33,2994,33,1.0,0.011022044088176353
40106102123,Prospect,112,2994,112,1.0,0.03740814963259853
40106102124,Prospect,16,2994,16,1.0,0.005344021376085505
40106102125,Prospect,47,2994,47,1.0,0.01569806279225117
40106102126,Prospect,72,2994,72,1.0,0.02404809619238477
40106102127,Prospect,52,2994,52,1.0,0.01736806947227789
40106102128,Prospect,32,2994,32,1.0,0.01068804275217101
40106102129,Prospect,28,2994,28,1.0,0.009352037408149633
40106102130,Prospect,49,2994,49,1.0,0.016366065464261857
40106102131,Prospect,25,2994,25,1.0,0.008350033400133601
40106102132,Prospect,57,2994,57,1.0,0.01903807615230461
40106102133,Prospect,33,2994,33,1.0,0.011022044088176353
40106102134,Prospect,69,2994,69,1.0,0.023046092184368736
40106102135,Prospect,50,2994,50,1.0,0.016700066800267203
40106102201,Walkerville,24,894,24,1.0,0.026845637583892617
40106102202,Walkerville,25,894,25,1.0,0.02796420581655481
40106102203,Walkerville,198,894,198,1.0,0.2214765100671141
40106102204,Walkerville,95,894,95,1.0,0.10626398210290827
40106102205,Walkerville,10,894,10,1.0,0.011185682326621925
40106102206,Walkerville,40,894,40,1.0,0.0447427293064877
40106102207,Walkerville,96,894,96,1.0,0.10738255033557047
40106102208,Walkerville,138,894,138,1.0,0.15436241610738255
40106102209,Walkerville,13,894,13,1.0,0.0145413870246085
40106102210,Walkerville,62,894,62,1.0,0.06935123042505593
40106102211,Walkerville,55,894,55,1.0,0.06152125279642058
40106102212,Walkerville,21,894,21,1.0,0.02348993288590604
40106102213,Walkerville,46,894,46,1.0,0.05145413870246085
40106102214,Walkerville,23,894,23,1.0,0.025727069351230425
40106102215,Walkerville,30,894,30,1.0,0.03355704697986577
40106102216,Walkerville,12,894,12,1.0,0.013422818791946308
40106102217,Walkerville,6,894,6,1.0,0.006711409395973154
40107102301,Unley,16,4796,16,1.0,0.003336113427856547
40107102302,Unley,28,4796,28,1.0,0.005838198498748957
40107102303,Unley,44,4796,44,1.0,0.009174311926605505
40107102304,Unley,54,4796,54,1.0,0.011259382819015847
40107102305,Unley,49,4796,49,1.0,0.010216847372810676
40107102306,Unley,58,4796,58,1.0,0.012093411175979984
40107102307,Unley,12,4796,12,1.0,0.0025020850708924102
40107102308,Unley,16,4796,16,1.0,0.003336113427856547
40107102309,Unley,34,4796,34,1.0,0.007089241034195163
40107102310,Unley,32,4796,32,1.0,0.006672226855713094
40107102311,Unley,19,4796,19,1.0,0.00396163469557965
40107102312,Unley,53,4796,53,1.0,0.011050875729774812
40107102313,Unley,34,4796,34,1.0,0.007089241034195163
40107102314,Unley,54,4796,54,1.0,0.011259382819015847
40107102315,Unley,99,4796,99,1.0,0.020642201834862386
40107102316,Unley,57,4796,57,1.0,0.01188490408673895
40107102317,Unley,45,4796,45,1.0,0.009382819015846538
40107102318,Unley,90,4796,90,1.0,0.018765638031693076
40107102319,Unley,103,4796,103,1.0,0.021476230191826522
40107102320,Unley,45,4796,45,1.0,0.009382819015846538
40107102321,Unley,47,4796,47,1.0,0.009799833194328608
40107102322,Unley,56,4796,56,1.0,0.011676396997497914
40107102323,Unley,60,4796,60,1.0,0.012510425354462052
40107102324,Unley,88,4796,88,1.0,0.01834862385321101
40107102325,Unley,58,4796,58,1.0,0.012093411175979984
40107102326,Unley,58,4796,58,1.0,0.012093411175979984
40107102327,Unley,68,4796,68,1.0,0.014178482068390326
40107102328,Unley,117,4796,117,1.0,0.024395329441201
40107102329,Unley,79,4796,79,1.0,0.0164720600500417
40107102330,Unley,70,4796,70,1.0,0.014595496246872394
40107102331,Unley,71,4796,71,1.0,0.014804003336113428
40107102332,Unley,57,4796,57,1.0,0.01188490408673895
40107102333,Unley,60,4796,60,1.0,0.012510425354462052
40107102334,Unley,70,4796,70,1.0,0.014595496246872394
40107102335,Unley,61,4796,61,1.0,0.012718932443703085
40107102336,Unley,23,4796,23,1.0,0.0047956630525437865
40107102337,Unley,46,4796,46,1.0,0.009591326105087573
40107102338,Unley,97,4796,97,1.0,0.020225187656380317
40107102339,Unley,64,4796,64,1.0,0.013344453711426188
40107102340,Unley,27,4796,27,1.0,0.005629691409507923
40107102341,Unley,55,4796,55,1.0,0.011467889908256881
40107102401,Unley,103,4796,103,1.0,0.021476230191826522
40107102402,Unley,117,4796,117,1.0,0.024395329441201
40107102403,Unley,35,4796,35,1.0,0.007297748123436197
40107102406,Unley,97,4796,97,1.0,0.020225187656380317
40107102407,Unley,78,4796,78,1.0,0.01626355296080067
40107102408,Unley,33,4796,33,1.0,0.006880733944954129
40107102409,Unley,52,4796,52,1.0,0.010842368640533779
40107102413,Unley,40,4796,40,1.0,0.008340283569641367
40107102414,Unley,97,4796,97,1.0,0.020225187656380317
40107102415,Unley,96,4796,96,1.0,0.020016680567139282
40107102416,Unley,111,4796,111,1.0,0.023144286905754794
40107102417,Unley,50,4796,50,1.0,0.010425354462051709
40107102418,Unley,58,4796,58,1.0,0.012093411175979984
40107102419,Unley,51,4796,51,1.0,0.010633861551292744
40107102421,Unley,22,4796,22,1.0,0.0045871559633027525
40107102422,Unley,59,4796,59,1.0,0.012301918265221017
40107102424,Unley,20,4796,20,1.0,0.004170141784820684
40107102425,Unley,78,4796,78,1.0,0.01626355296080067
40107102426,Unley,26,4796,26,1.0,0.005421184320266889
40107102427,Unley,45,4796,45,1.0,0.009382819015846538
40107102428,Unley,31,4796,31,1.0,0.00646371976647206
40107102429,Unley,101,4796,101,1.0,0.021059216013344453
40107102430,Unley,37,4796,37,1.0,0.007714762301918266
40107102431,Unley,46,4796,46,1.0,0.009591326105087573
40107102432,Unley,21,4796,21,1.0,0.004378648874061718
40107102433,Unley,34,4796,34,1.0,0.007089241034195163
40107102434,Unley,21,4796,21,1.0,0.004378648874061718
40107102435,Unley,27,4796,27,1.0,0.005629691409507923
40107102436,Unley,26,4796,26,1.0,0.005421184320266889
40107102437,Unley,58,4796,58,1.0,0.012093411175979984
40107102438,Unley,172,4796,172,1.0,0.03586321934945788
40107102440,Unley,58,4796,58,1.0,0.012093411175979984
40107102441,Unley,50,4796,50,1.0,0.010425354462051709
40107102442,Unley,11,4796,11,1.0,0.0022935779816513763
40107102443,Unley,26,4796,26,1.0,0.005421184320266889
40107102444,Unley,34,4796,34,1.0,0.007089241034195163
40107102445,Unley,40,4796,40,1.0,0.008340283569641367
40107102446,Unley,11,4796,11,1.0,0.0022935779816513763
40107102447,Unley,50,4796,50,1.0,0.010425354462051709
40107102448,Unley,33,4796,33,1.0,0.006880733944954129
40107102449,Unley,6,4796,6,1.0,0.0012510425354462051
40107102450,Unley,14,4796,14,1.0,0.0029190992493744786
40107102451,Unley,113,4796,113,1.0,0.023561301084236864
40107102452,Unley,100,4796,100,1.0,0.020850708924103418
40107102453,Unley,21,4796,21,1.0,0.004378648874061718
40107102454,Unley,14,4796,14,1.0,0.0029190992493744786
40107102455,Unley,26,4796,26,1.0,0.005421184320266889
40107102456,Unley,73,4796,73,1.0,0.015221017514595496
40201102501,Light,10,689,10,1.0,0.01451378809869376
40201102502,Light,8,689,8,1.0,0.011611030478955007
40201102503,Light,14,689,14,1.0,0.020319303338171262
40201102504,Light,9,689,9,1.0,0.013062409288824383
40201102506,Gawler,40,2763,40,1.0,0.014477017734346724
40201102508,Gawler,76,2763,76,1.0,0.027506333695258775
40201102509,Gawler,57,2763,57,1.0,0.02062975027144408
40201102510,Gawler,50,2763,50,1.0,0.018096272167933407
40201102511,Gawler,12,2763,12,1.0,0.004343105320304018
40201102512,Light,18,689,18,1.0,0.026124818577648767
40201102513,Light,10,689,10,1.0,0.01451378809869376
40201102514,Light,8,689,8,1.0,0.011611030478955007
40201102515,Light,7,689,7,1.0,0.010159651669085631
40201102516,Light,18,689,18,1.0,0.026124818577648767
40201102517,Light,15,689,15,1.0,0.02177068214804064
40201102518,Light,23,689,23,1.0,0.033381712626995644
40201102519,Light,3,689,3,1.0,0.0043541364296081275
40201102520,Light,8,689,8,1.0,0.011611030478955007
40201102521,Light,8,689,8,1.0,0.011611030478955007
40201102522,Gawler,51,2763,51,1.0,0.018458197611292075
40201102524,Gawler,13,2763,13,1.0,0.004705030763662686
40201102525,Gawler,49,2763,49,1.0,0.01773434672457474
40201102526,Light,6,689,6,1.0,0.008708272859216255
40201102527,Gawler,24,2763,24,1.0,0.008686210640608035
40201102601,Gawler,123,2763,123,1.0,0.04451682953311618
40201102602,Gawler,40,2763,40,1.0,0.014477017734346724
40201102603,Gawler,54,2763,54,1.0,0.019543973941368076
40201102604,Gawler,93,2763,93,1.0,0.033659066232356136
40201102605,Gawler,22,2763,22,1.0,0.007962359753890699
40201102606,Gawler,54,2763,54,1.0,0.019543973941368076
40201102608,Gawler,17,2763,17,1.0,0.006152732537097358
40201102610,Gawler,32,2763,32,1.0,0.01158161418747738
40201102611,Gawler,42,2763,42,1.0,0.01520086862106406
40201102612,Gawler,39,2763,39,1.0,0.014115092290988056
40201102613,Gawler,25,2763,25,1.0,0.009048136083966703
40201102614,Gawler,26,2763,26,1.0,0.009410061527325372
40201102615,Gawler,15,2763,15,1.0,0.0054288816503800215
40201102616,Gawler,21,2763,21,1.0,0.00760043431053203
40201102617,Barossa,8,1693,8,1.0,0.004725339633786178
40201102618,Gawler,12,2763,12,1.0,0.004343105320304018
40201102621,Barossa,11,1693,11,1.0,0.006497341996455995
40201102622,Gawler,19,2763,19,1.0,0.006876583423814694
40201102624,Gawler,56,2763,56,1.0,0.020267824828085413
40201102625,Gawler,33,2763,33,1.0,0.011943539630836048
40201102626,Gawler,40,2763,40,1.0,0.014477017734346724
40201102627,Gawler,36,2763,36,1.0,0.013029315960912053
40201102628,Gawler,47,2763,47,1.0,0.017010495837857402
40201102629,Gawler,31,2763,31,1.0,0.011219688744118711
40201102630,Gawler,54,2763,54,1.0,0.019543973941368076
40201102632,Gawler,25,2763,25,1.0,0.009048136083966703
40201102633,Gawler,44,2763,44,1.0,0.015924719507781397
40201102634,Gawler,50,2763,50,1.0,0.018096272167933407
40201102635,Gawler,63,2763,63,1.0,0.02280130293159609
40201102636,Gawler,184,2763,184,1.0,0.06659428157799493
40201102637,Gawler,82,2763,82,1.0,0.029677886355410785
40201102638,Gawler,13,2763,13,1.0,0.004705030763662686
40201102639,Gawler,116,2763,116,1.0,0.0419833514296055
40201102640,Gawler,27,2763,27,1.0,0.009771986970684038
40201102641,Gawler,15,2763,15,1.0,0.0054288816503800215
40201102642,Gawler,39,2763,39,1.0,0.014115092290988056
40201102643,Gawler,18,2763,18,1.0,0.006514657980456026
40201102644,Gawler,65,2763,65,1.0,0.023525153818313427
40201102645,Gawler,77,2763,77,1.0,0.027868259138617443
40201102646,Gawler,20,2763,20,1.0,0.007238508867173362
40201102648,Gawler,107,2763,107,1.0,0.03872602243937749
40201102650,Gawler,28,2763,28,1.0,0.010133912414042706
40201102651,Gawler,97,2763,97,1.0,0.03510676800579081
40201102652,Gawler,18,2763,18,1.0,0.006514657980456026
40201102654,Gawler,20,2763,20,1.0,0.007238508867173362
40201102655,Gawler,29,2763,29,1.0,0.010495837857401375
40201102656,Gawler,74,2763,74,1.0,0.026782482808541442
40201102658,Gawler,44,2763,44,1.0,0.015924719507781397
40201102659,Gawler,85,2763,85,1.0,0.03076366268548679
40201102660,Gawler,76,2763,76,1.0,0.027506333695258775
40201102661,Gawler,44,2763,44,1.0,0.015924719507781397
40201102701,Adelaide Plains,12,379,12,1.0,0.0316622691292876
40201102702,Adelaide Plains,3,379,3,1.0,0.0079155672823219
40201102704,Adelaide Plains,17,379,17,1.0,0.044854881266490766
40201102705,Adelaide Plains,13,379,13,1.0,0.03430079155672823
40201102707,Adelaide Plains,21,379,21,1.0,0.055408970976253295
40201102708,Adelaide Plains,24,379,24,1.0,0.0633245382585752
40201102709,Adelaide Plains,16,379,16,1.0,0.04221635883905013
40201102710,Adelaide Plains,7,379,7,1.0,0.018469656992084433
40201102711,Adelaide Plains,22,379,22,1.0,0.05804749340369393
40201102712,Adelaide Plains,11,379,11,1.0,0.029023746701846966
40201102713,Adelaide Plains,4,379,4,1.0,0.010554089709762533
40201102715,Adelaide Plains,5,379,5,1.0,0.013192612137203167
40201102716,Adelaide Plains,15,379,15,1.0,0.0395778364116095
40201102718,Adelaide Plains,18,379,18,1.0,0.047493403693931395
40202102801,Playford,32,12902,32,1.0,0.0024802356223841263
40202102802,Playford,22,12902,22,1.0,0.0017051619903890869
40202102803,Playford,8,12902,8,1.0,0.0006200589055960316
40202102804,Playford,29,12902,29,1.0,0.002247713532785615
40202102807,Playford,57,12902,57,1.0,0.004417919702371725
40202102808,Playford,41,12902,41,1.0,0.0031778018911796622
40202102811,Playford,20,12902,20,1.0,0.0015501472639900791
40202102812,Playford,47,12902,47,1.0,0.0036428460703766857
40202102813,Playford,40,12902,40,1.0,0.0031002945279801583
40202102814,Playford,38,12902,38,1.0,0.0029452798015811503
40202102817,Playford,19,12902,19,1.0,0.0014726399007905751
40202102819,Playford,23,12902,23,1.0,0.0017826693535885909
40202102821,Playford,15,12902,15,1.0,0.0011626104479925594
40202102822,Playford,25,12902,25,1.0,0.0019376840799875989
40202102823,Playford,37,12902,37,1.0,0.0028677724383816463
40202102824,Playford,25,12902,25,1.0,0.0019376840799875989
40202102825,Playford,44,12902,44,1.0,0.0034103239807781738
40202102826,Playford,44,12902,44,1.0,0.0034103239807781738
40202102827,Playford,38,12902,38,1.0,0.0029452798015811503
40202102828,Playford,15,12902,15,1.0,0.0011626104479925594
40202102829,Playford,15,12902,15,1.0,0.0011626104479925594
40202102830,Playford,29,12902,29,1.0,0.002247713532785615
40202102832,Playford,22,12902,22,1.0,0.0017051619903890869
40202102834,Playford,20,12902,20,1.0,0.0015501472639900791
40202102835,Playford,22,12902,22,1.0,0.0017051619903890869
40202102836,Playford,36,12902,36,1.0,0.0027902650751821423
40202102837,Playford,13,12902,13,1.0,0.0010075957215935514
40202102838,Playford,27,12902,27,1.0,0.002092698806386607
40202102840,Playford,33,12902,33,1.0,0.0025577429855836303
40202102841,Playford,37,12902,37,1.0,0.0028677724383816463
40202102842,Playford,44,12902,44,1.0,0.0034103239807781738
40202102845,Playford,16,12902,16,1.0,0.0012401178111920632
40202102846,Playford,35,12902,35,1.0,0.0027127577119826383
40202102847,Playford,23,12902,23,1.0,0.0017826693535885909
40202102848,Playford,21,12902,21,1.0,0.0016276546271895831
40202102849,Playford,26,12902,26,1.0,0.002015191443187103
40202102850,Playford,35,12902,35,1.0,0.0027127577119826383
40202102851,Playford,42,12902,42,1.0,0.0032553092543791662
40202102853,Playford,83,12902,83,1.0,0.006433111145558828
40202102854,Playford,54,12902,54,1.0,0.004185397612773214
40202102855,Playford,142,12902,142,1.0,0.011006045574329562
40202102856,Playford,69,12902,69,1.0,0.005348008060765773
40202102857,Playford,55,12902,55,1.0,0.004262904975972717
40202102858,Playford,58,12902,58,1.0,0.00449542706557123
40202102859,Playford,34,12902,34,1.0,0.0026352503487831343
40202102860,Playford,61,12902,61,1.0,0.004727949155169741
40202102861,Playford,102,12902,102,1.0,0.007905751046349403
40202102901,Playford,74,12902,74,1.0,0.005735544876763293
40202102902,Playford,26,12902,26,1.0,0.002015191443187103
40202102903,Playford,23,12902,23,1.0,0.0017826693535885909
40202102904,Playford,28,12902,28,1.0,0.002170206169586111
40202102905,Playford,7,12902,7,1.0,0.0005425515423965277
40202102906,Playford,82,12902,82,1.0,0.0063556037823593245
40202102907,Playford,54,12902,54,1.0,0.004185397612773214
40202102909,Playford,99,12902,99,1.0,0.007673228956750891
40202102910,Playford,57,12902,57,1.0,0.004417919702371725
40202102911,Playford,70,12902,70,1.0,0.005425515423965277
40202102912,Playford,68,12902,68,1.0,0.005270500697566269
40202102913,Playford,78,12902,78,1.0,0.0060455743295613085
40202102914,Playford,61,12902,61,1.0,0.004727949155169741
40202102915,Playford,98,12902,98,1.0,0.0075957215935513875
40202102916,Playford,99,12902,99,1.0,0.007673228956750891
40202102917,Playford,131,12902,131,1.0,0.010153464579135019
40202102918,Playford,72,12902,72,1.0,0.005580530150364285
40202102920,Playford,45,12902,45,1.0,0.0034878313439776778
40202102921,Playford,37,12902,37,1.0,0.0028677724383816463
40202102923,Playford,81,12902,81,1.0,0.00627809641915982
40202102924,Playford,69,12902,69,1.0,0.005348008060765773
40202102925,Playford,83,12902,83,1.0,0.006433111145558828
40202102926,Playford,66,12902,66,1.0,0.005115485971167261
40202102927,Playford,66,12902,66,1.0,0.005115485971167261
40202102928,Playford,87,12902,87,1.0,0.006743140598356844
40202102929,Playford,6,12902,6,1.0,0.0004650441791970237
40202102930,Playford,64,12902,64,1.0,0.004960471244768253
40202102932,Playford,75,12902,75,1.0,0.005813052239962796
40202102934,Playford,26,12902,26,1.0,0.002015191443187103
40202102935,Playford,57,12902,57,1.0,0.004417919702371725
40202102936,Playford,58,12902,58,1.0,0.00449542706557123
40202102937,Playford,58,12902,58,1.0,0.00449542706557123
40202102938,Playford,43,12902,43,1.0,0.00333281661757867
40202102939,Playford,31,12902,31,1.0,0.0024027282591846224
40202102940,Playford,112,12902,112,1.0,0.008680824678344443
40202102941,Playford,61,12902,61,1.0,0.004727949155169741
40202102942,Playford,192,12902,192,1.0,0.014881413734304759
40202102943,Playford,109,12902,109,1.0,0.00844830258874593
40202102944,Playford,98,12902,98,1.0,0.0075957215935513875
40202102945,Playford,154,12902,154,1.0,0.011936133932723608
40202103001,Playford,75,12902,75,1.0,0.005813052239962796
40202103003,Playford,142,12902,142,1.0,0.011006045574329562
40202103004,Playford,77,12902,77,1.0,0.005968066966361804
40202103005,Playford,116,12902,116,1.0,0.00899085413114246
40202103006,Playford,130,12902,130,1.0,0.010075957215935514
40202103007,Playford,143,12902,143,1.0,0.011083552937529065
40202103008,Playford,105,12902,105,1.0,0.008138273135947916
40202103009,Playford,109,12902,109,1.0,0.00844830258874593
40202103010,Playford,121,12902,121,1.0,0.009378390947139978
40202103011,Playford,112,12902,112,1.0,0.008680824678344443
40202103012,Playford,124,12902,124,1.0,0.00961091303673849
40202103013,Playford,79,12902,79,1.0,0.006123081692760812
40202103014,Playford,117,12902,117,1.0,0.009068361494341962
40202103015,Playford,84,12902,84,1.0,0.0065106185087583325
40202103017,Playford,25,12902,25,1.0,0.0019376840799875989
40202103018,Playford,49,12902,49,1.0,0.0037978607967756937
40202103019,Playford,104,12902,104,1.0,0.008060765772748411
40202103020,Salisbury,152,15346,152,1.0,0.009904861201616056
40202103021,Playford,35,12902,35,1.0,0.0027127577119826383
40202103022,Playford,121,12902,121,1.0,0.009378390947139978
40202103023,Playford,110,12902,110,1.0,0.008525809951945434
40202103024,Playford,40,12902,40,1.0,0.0031002945279801583
40202103026,Playford,144,12902,144,1.0,0.01116106030072857
40202103027,Playford,22,12902,22,1.0,0.0017051619903890869
40202103101,Playford,133,12902,133,1.0,0.010308479305534026
40202103102,Playford,22,12902,22,1.0,0.0017051619903890869
40202103103,Playford,13,12902,13,1.0,0.0010075957215935514
40202103104,Playford,50,12902,50,1.0,0.0038753681599751977
40202103105,Playford,121,12902,121,1.0,0.009378390947139978
40202103106,Playford,53,12902,53,1.0,0.004107890249573709
40202103107,Playford,17,12902,17,1.0,0.0013176251743915672
40202103108,Playford,115,12902,115,1.0,0.008913346767942955
40202103109,Playford,106,12902,106,1.0,0.008215780499147418
40202103110,Playford,89,12902,89,1.0,0.006898155324755852
40202103111,Playford,49,12902,49,1.0,0.0037978607967756937
40202103112,Playford,18,12902,18,1.0,0.0013951325375910712
40202103113,Playford,35,12902,35,1.0,0.0027127577119826383
40202103114,Playford,21,12902,21,1.0,0.0016276546271895831
40202103115,Playford,59,12902,59,1.0,0.004572934428770733
40202103116,Playford,21,12902,21,1.0,0.0016276546271895831
40202103117,Playford,120,12902,120,1.0,0.009300883583940475
40202103118,Playford,73,12902,73,1.0,0.005658037513563788
40202103119,Playford,54,12902,54,1.0,0.004185397612773214
40202103120,Playford,24,12902,24,1.0,0.0018601767167880949
40202103121,Playford,103,12902,103,1.0,0.007983258409548907
40202103122,Playford,26,12902,26,1.0,0.002015191443187103
40202103123,Playford,128,12902,128,1.0,0.009920942489536505
40202103124,Playford,13,12902,13,1.0,0.0010075957215935514
40202103125,Playford,16,12902,16,1.0,0.0012401178111920632
40202103126,Playford,16,12902,16,1.0,0.0012401178111920632
40202103127,Playford,95,12902,95,1.0,0.007363199503952876
40202103128,Playford,27,12902,27,1.0,0.002092698806386607
40202103130,Playford,12,12902,12,1.0,0.0009300883583940474
40202103131,Playford,82,12902,82,1.0,0.0063556037823593245
40202103132,Playford,35,12902,35,1.0,0.0027127577119826383
40202103205,Playford,9,12902,9,1.0,0.0006975662687955356
40202103206,Playford,3,12902,3,1.0,0.00023252208959851186
40202103208,Playford,14,12902,14,1.0,0.0010851030847930554
40202103210,Playford,7,12902,7,1.0,0.0005425515423965277
40202103211,Playford,33,12902,33,1.0,0.0025577429855836303
40202103213,Playford,25,12902,25,1.0,0.0019376840799875989
40202103214,Playford,88,12902,88,1.0,0.0068206479615563476
40202103216,Playford,65,12902,65,1.0,0.005037978607967757
40202103217,Playford,54,12902,54,1.0,0.004185397612773214
40202103219,Playford,58,12902,58,1.0,0.00449542706557123
40202103220,Playford,103,12902,103,1.0,0.007983258409548907
40202103221,Playford,82,12902,82,1.0,0.0063556037823593245
40202103223,Playford,90,12902,90,1.0,0.0069756626879553555
40202103224,Playford,43,12902,43,1.0,0.00333281661757867
40202103225,Playford,110,12902,110,1.0,0.008525809951945434
40202103226,Playford,127,12902,127,1.0,0.009843435126337003
40202103227,Playford,67,12902,67,1.0,0.005192993334366765
40202103228,Playford,110,12902,110,1.0,0.008525809951945434
40202103229,Playford,84,12902,84,1.0,0.0065106185087583325
40202103231,Playford,6,12902,6,1.0,0.0004650441791970237
40202103232,Playford,96,12902,96,1.0,0.0074407068671523795
40202103233,Playford,53,12902,53,1.0,0.004107890249573709
40202103234,Playford,9,12902,9,1.0,0.0006975662687955356
40202103235,Playford,6,12902,6,1.0,0.0004650441791970237
40202103236,Playford,34,12902,34,1.0,0.0026352503487831343
40202103237,Playford,141,12902,141,1.0,0.010928538211130058
40202103238,Playford,48,12902,48,1.0,0.0037203534335761897
40202103239,Playford,67,12902,67,1.0,0.005192993334366765
40202103240,Playford,99,12902,99,1.0,0.007673228956750891
40202103241,Playford,86,12902,86,1.0,0.00666563323515734
40202103304,Playford,3,12902,3,1.0,0.00023252208959851186
40202103305,Playford,4,12902,4,1.0,0.0003100294527980158
40202103306,Playford,3,12902,3,1.0,0.00023252208959851186
40202103307,Playford,4,12902,4,1.0,0.0003100294527980158
40202103308,Playford,9,12902,9,1.0,0.0006975662687955356
40202103310,Playford,5,12902,5,1.0,0.0003875368159975198
40202103401,Playford,43,12902,43,1.0,0.00333281661757867
40202103402,Playford,86,12902,86,1.0,0.00666563323515734
40202103403,Playford,89,12902,89,1.0,0.006898155324755852
40202103404,Playford,47,12902,47,1.0,0.0036428460703766857
40202103405,Playford,58,12902,58,1.0,0.00449542706557123
40202103406,Playford,29,12902,29,1.0,0.002247713532785615
40202103407,Playford,78,12902,78,1.0,0.0060455743295613085
40202103408,Playford,51,12902,51,1.0,0.003952875523174701
40202103409,Playford,88,12902,88,1.0,0.0068206479615563476
40202103410,Playford,78,12902,78,1.0,0.0060455743295613085
40202103411,Playford,91,12902,91,1.0,0.00705317005115486
40202103412,Playford,81,12902,81,1.0,0.00627809641915982
40202103413,Playford,148,12902,148,1.0,0.011471089753526585
40202103414,Playford,102,12902,102,1.0,0.007905751046349403
40202103415,Playford,114,12902,114,1.0,0.00883583940474345
40202103416,Playford,69,12902,69,1.0,0.005348008060765773
40202103417,Playford,134,12902,134,1.0,0.01038598666873353
40202103418,Playford,77,12902,77,1.0,0.005968066966361804
40202103419,Playford,102,12902,102,1.0,0.007905751046349403
40202103420,Playford,65,12902,65,1.0,0.005037978607967757
40202103421,Playford,77,12902,77,1.0,0.005968066966361804
40202103422,Playford,27,12902,27,1.0,0.002092698806386607
40202103423,Playford,32,12902,32,1.0,0.0024802356223841263
40202103424,Playford,72,12902,72,1.0,0.005580530150364285
40202103425,Playford,120,12902,120,1.0,0.009300883583940475
40202103426,Playford,120,12902,120,1.0,0.009300883583940475
40202103427,Playford,69,12902,69,1.0,0.005348008060765773
40202103428,Playford,60,12902,60,1.0,0.004650441791970238
40202103429,Playford,85,12902,85,1.0,0.006588125871957836
40202103502,Salisbury,32,15346,32,1.0,0.0020852339371823275
40202103503,Playford,5,12902,5,1.0,0.0003875368159975198
40202103504,Playford,7,12902,7,1.0,0.0005425515423965277
40202103505,Playford,22,12902,22,1.0,0.0017051619903890869
40202103506,Playford,10,12902,10,1.0,0.0007750736319950396
40202103507,Playford,34,12902,34,1.0,0.0026352503487831343
40202103511,Playford,20,12902,20,1.0,0.0015501472639900791
40202103512,Playford,21,12902,21,1.0,0.0016276546271895831
40202103515,Playford,13,12902,13,1.0,0.0010075957215935514
40202103516,Playford,20,12902,20,1.0,0.0015501472639900791
40202103517,Playford,3,12902,3,1.0,0.00023252208959851186
40202103518,Playford,26,12902,26,1.0,0.002015191443187103
40202103519,Playford,17,12902,17,1.0,0.0013176251743915672
40202103520,Playford,5,12902,5,1.0,0.0003875368159975198
40202103521,Playford,54,12902,54,1.0,0.004185397612773214
40203103601,Port Adelaide Enfield,33,18545,33,1.0,0.001779455378808304
40203103602,Port Adelaide Enfield,3,18545,3,1.0,0.0001617686708007549
40203103603,Port Adelaide Enfield,67,18545,67,1.0,0.0036128336478835265
40203103604,Port Adelaide Enfield,78,18545,78,1.0,0.004205985440819628
40203103605,Port Adelaide Enfield,99,18545,99,1.0,0.005338366136424913
40203103606,Port Adelaide Enfield,95,18545,95,1.0,0.005122674575357239
40203103607,Port Adelaide Enfield,123,18545,123,1.0,0.006632515502830952
40203103608,Port Adelaide Enfield,99,18545,99,1.0,0.005338366136424913
40203103609,Port Adelaide Enfield,59,18545,59,1.0,0.00318145052574818
40203103610,Port Adelaide Enfield,123,18545,123,1.0,0.006632515502830952
40203103611,Port Adelaide Enfield,112,18545,112,1.0,0.00603936370989485
40203103612,Port Adelaide Enfield,119,18545,119,1.0,0.006416823941763279
40203103613,Port Adelaide Enfield,83,18545,83,1.0,0.00447559989215422
